CHROM,window,window_start_bp,genome_pos_bp,n_embeddings
8,522,52200000,605350000,1
8,523,52300000,605450000,1
8,527,52700000,605850000,3
8,528,52800000,605950000,5
8,529,52900000,606050000,2
8,533,53300000,606450000,1
8,541,54100000,607250000,1
8,568,56800000,609950000,1
8,594,59400000,612550000,1
8,606,60600000,613750000,1
8,607,60700000,613850000,2
8,611,61100000,614250000,2
8,619,61900000,615050000,4
8,631,63100000,616250000,4
8,632,63200000,616350000,1
8,640,64000000,617150000,3
8,641,64100000,617250000,1
8,642,64200000,617350000,5
8,647,64700000,617850000,1
8,653,65300000,618450000,1
9,4,400000,623950000,1
9,8,800000,624350000,3
9,14,1400000,624950000,2
9,15,1500000,625050000,2
9,17,1700000,625250000,5
9,22,2200000,625750000,4
9,26,2600000,626150000,1
9,29,2900000,626450000,1
9,31,3100000,626650000,1
9,32,3200000,626750000,15
9,46,4600000,628150000,1
9,53,5300000,628850000,2
9,54,5400000,628950000,2
9,55,5500000,629050000,1
9,62,6200000,629750000,1
9,64,6400000,629950000,1
9,67,6700000,630250000,3
9,73,7300000,630850000,1
9,206,20600000,644150000,1
9,222,22200000,645750000,1
9,226,22600000,646150000,1
9,243,24300000,647850000,1
9,267,26700000,650250000,1
9,301,30100000,653650000,1
9,516,51600000,675150000,1
9,519,51900000,675450000,1
9,531,53100000,676650000,1
9,533,53300000,676850000,1
9,534,53400000,676950000,1
9,546,54600000,678150000,1
9,557,55700000,679250000,1
9,559,55900000,679450000,2
9,560,56000000,679550000,2
9,561,56100000,679650000,3
9,563,56300000,679850000,1
9,564,56400000,679950000,1
9,565,56500000,680050000,1
9,576,57600000,681150000,1
9,582,58200000,681750000,1
9,584,58400000,681950000,1
9,586,58600000,682150000,1
9,587,58700000,682250000,1
9,592,59200000,682750000,2
9,593,59300000,682850000,2
9,594,59400000,682950000,1
9,595,59500000,683050000,1
9,596,59600000,683150000,3
9,597,59700000,683250000,3
9,598,59800000,683350000,7
9,599,59900000,683450000,9
9,600,60000000,683550000,16
9,601,60100000,683650000,11
9,602,60200000,683750000,42
9,603,60300000,683850000,35
9,604,60400000,683950000,29
9,605,60500000,684050000,44
9,606,60600000,684150000,45
9,607,60700000,684250000,46
9,608,60800000,684350000,116
9,609,60900000,684450000,87
9,610,61000000,684550000,70
9,611,61100000,684650000,57
9,612,61200000,684750000,35
9,613,61300000,684850000,14
9,614,61400000,684950000,15
9,615,61500000,685050000,16
9,616,61600000,685150000,15
9,617,61700000,685250000,3
9,618,61800000,685350000,2
9,619,61900000,685450000,25
9,620,62000000,685550000,10
9,621,62100000,685650000,97
9,622,62200000,685750000,79
9,623,62300000,685850000,43
9,624,62400000,685950000,5
9,625,62500000,686050000,4
9,626,62600000,686150000,2
9,627,62700000,686250000,5
9,628,62800000,686350000,1
9,629,62900000,686450000,1
9,630,63000000,686550000,9
9,631,63100000,686650000,1
10,8,800000,692550000,1
10,9,900000,692650000,1
10,11,1100000,692850000,1
10,17,1700000,693450000,2
10,29,2900000,694650000,2
10,65,6500000,698250000,1
10,77,7700000,699450000,1
10,97,9700000,701450000,1
10,101,10100000,701850000,1
10,106,10600000,702350000,1
10,108,10800000,702550000,1
10,109,10900000,702650000,2
10,110,11000000,702750000,5
10,113,11300000,703050000,5
10,114,11400000,703150000,2
10,116,11600000,703350000,2
10,118,11800000,703550000,7
10,119,11900000,703650000,5
10,120,12000000,703750000,5
10,122,12200000,703950000,5
10,124,12400000,704150000,7
10,126,12600000,704350000,4
10,127,12700000,704450000,4
10,131,13100000,704850000,1
10,132,13200000,704950000,1
10,133,13300000,705050000,1
10,134,13400000,705150000,4
10,137,13700000,705450000,2
10,138,13800000,705550000,2
10,141,14100000,705850000,1
10,143,14300000,706050000,2
10,144,14400000,706150000,1
10,145,14500000,706250000,1
10,148,14800000,706550000,1
10,149,14900000,706650000,2
10,150,15000000,706750000,2
10,152,15200000,706950000,3
10,153,15300000,707050000,2
10,154,15400000,707150000,6
10,155,15500000,707250000,4
10,156,15600000,707350000,6
10,157,15700000,707450000,5
10,158,15800000,707550000,6
10,159,15900000,707650000,5
10,160,16000000,707750000,6
10,166,16600000,708350000,1
10,167,16700000,708450000,6
10,168,16800000,708550000,6
10,170,17000000,708750000,6
10,171,17100000,708850000,6
10,173,17300000,709050000,2
10,174,17400000,709150000,6
10,182,18200000,709950000,1
10,184,18400000,710150000,6
10,187,18700000,710450000,1
10,188,18800000,710550000,2
10,190,19000000,710750000,7
10,204,20400000,712150000,6
10,207,20700000,712450000,5
10,218,21800000,713550000,7
10,228,22800000,714550000,4
10,233,23300000,715050000,1
10,246,24600000,716350000,3
10,248,24800000,716550000,5
10,249,24900000,716650000,6
10,251,25100000,716850000,5
10,252,25200000,716950000,2
10,253,25300000,717050000,2
10,256,25600000,717350000,4
10,257,25700000,717450000,7
10,267,26700000,718450000,6
10,269,26900000,718650000,4
10,271,27100000,718850000,6
10,273,27300000,719050000,3
10,274,27400000,719150000,6
10,285,28500000,720250000,6
10,293,29300000,721050000,1
10,302,30200000,721950000,6
10,307,30700000,722450000,1
10,314,31400000,723150000,6
10,318,31800000,723550000,3
10,321,32100000,723850000,6
10,323,32300000,724050000,6
10,324,32400000,724150000,6
10,332,33200000,724950000,6
10,333,33300000,725050000,6
10,336,33600000,725350000,6
10,339,33900000,725650000,1
10,341,34100000,725850000,6
10,342,34200000,725950000,6
10,343,34300000,726050000,3
10,346,34600000,726350000,6
10,347,34700000,726450000,6
10,351,35100000,726850000,6
10,352,35200000,726950000,6
10,353,35300000,727050000,3
10,354,35400000,727150000,3
10,356,35600000,727350000,6
10,357,35700000,727450000,6
10,363,36300000,728050000,6
10,372,37200000,728950000,1
10,374,37400000,729150000,7
10,375,37500000,729250000,7
10,377,37700000,729450000,6
10,378,37800000,729550000,1
10,388,38800000,730550000,6
10,389,38900000,730650000,6
10,390,39000000,730750000,2
10,392,39200000,730950000,2
10,394,39400000,731150000,4
10,395,39500000,731250000,2
10,405,40500000,732250000,6
10,406,40600000,732350000,6
10,407,40700000,732450000,7
10,409,40900000,732650000,2
10,411,41100000,732850000,6
10,412,41200000,732950000,6
10,414,41400000,733150000,2
10,417,41700000,733450000,6
10,418,41800000,733550000,4
10,419,41900000,733650000,6
10,421,42100000,733850000,2
10,422,42200000,733950000,3
10,427,42700000,734450000,1
10,453,45300000,737050000,9
10,454,45400000,737150000,6
10,457,45700000,737450000,2
10,458,45800000,737550000,1
10,468,46800000,738550000,4
10,469,46900000,738650000,6
10,474,47400000,739150000,2
10,475,47500000,739250000,1
10,476,47600000,739350000,1
10,481,48100000,739850000,6
10,488,48800000,740550000,5
10,494,49400000,741150000,2
10,504,50400000,742150000,5
10,505,50500000,742250000,9
10,506,50600000,742350000,7
10,507,50700000,742450000,5
10,509,50900000,742650000,12
10,510,51000000,742750000,2
10,511,51100000,742850000,3
10,513,51300000,743050000,2
10,514,51400000,743150000,5
10,515,51500000,743250000,2
10,518,51800000,743550000,6
10,522,52200000,743950000,2
10,525,52500000,744250000,1
10,528,52800000,744550000,1
10,540,54000000,745750000,1
10,551,55100000,746850000,2
10,553,55300000,747050000,1
10,560,56000000,747750000,4
10,561,56100000,747850000,4
10,570,57000000,748750000,1
10,572,57200000,748950000,1
10,592,59200000,750950000,3
10,616,61600000,753350000,1
10,617,61700000,753450000,2
10,621,62100000,753850000,1
