CHROM,window,window_start_bp,genome_pos_bp,n_embeddings
2,73,7300000,95350000,1
2,78,7800000,95850000,1
2,81,8100000,96150000,1
2,86,8600000,96650000,1
2,94,9400000,97450000,1
2,95,9500000,97550000,1
2,105,10500000,98550000,1
2,143,14300000,102350000,1
2,150,15000000,103050000,1
2,188,18800000,106850000,1
2,207,20700000,108750000,1
2,208,20800000,108850000,2
2,237,23700000,111750000,1
2,267,26700000,114750000,1
2,300,30000000,118050000,1
2,316,31600000,119650000,1
2,330,33000000,121050000,1
2,338,33800000,121850000,1
2,352,35200000,123250000,1
2,360,36000000,124050000,1
2,375,37500000,125550000,1
2,385,38500000,126550000,1
2,396,39600000,127650000,1
2,418,41800000,129850000,1
2,420,42000000,130050000,1
2,421,42100000,130150000,1
2,429,42900000,130950000,1
2,431,43100000,131150000,1
2,432,43200000,131250000,1
2,437,43700000,131750000,1
2,448,44800000,132850000,1
2,453,45300000,133350000,1
2,457,45700000,133750000,1
2,506,50600000,138650000,1
2,520,52000000,140050000,2
2,523,52300000,140350000,26
2,524,52400000,140450000,11
2,525,52500000,140550000,15
2,526,52600000,140650000,11
2,527,52700000,140750000,3
2,528,52800000,140850000,1
2,529,52900000,140950000,1
2,530,53000000,141050000,1
2,534,53400000,141450000,1
2,566,56600000,144650000,6
2,567,56700000,144750000,6
2,588,58800000,146850000,1
2,598,59800000,147850000,2
2,634,63400000,151450000,1
2,636,63600000,151650000,3
2,639,63900000,151950000,1
2,644,64400000,152450000,1
2,654,65400000,153450000,1
2,655,65500000,153550000,1
2,657,65700000,153750000,1
2,658,65800000,153850000,1
2,662,66200000,154250000,1
2,687,68700000,156750000,1
2,716,71600000,159650000,1
2,717,71700000,159750000,1
2,732,73200000,161250000,1
2,733,73300000,161350000,1
2,744,74400000,162450000,1
2,750,75000000,163050000,1
2,751,75100000,163150000,1
2,755,75500000,163550000,1
3,43,4300000,172950000,1
3,47,4700000,173350000,1
3,48,4800000,173450000,1
3,50,5000000,173650000,1
3,55,5500000,174150000,1
3,59,5900000,174550000,1
3,67,6700000,175350000,1
3,68,6800000,175450000,2
3,71,7100000,175750000,1
3,74,7400000,176050000,1
3,76,7600000,176250000,1
3,77,7700000,176350000,3
3,78,7800000,176450000,1
3,80,8000000,176650000,1
3,82,8200000,176850000,1
3,86,8600000,177250000,1
3,89,8900000,177550000,2
3,107,10700000,179350000,2
3,108,10800000,179450000,1
3,109,10900000,179550000,1
3,112,11200000,179850000,1
3,118,11800000,180450000,1
3,123,12300000,180950000,2
3,125,12500000,181150000,3
3,128,12800000,181450000,1
3,129,12900000,181550000,8
3,149,14900000,183550000,2
3,169,16900000,185550000,2
3,170,17000000,185650000,1
3,171,17100000,185750000,2
3,544,54400000,223050000,1
3,574,57400000,226050000,7
3,576,57600000,226250000,1
3,577,57700000,226350000,1
3,578,57800000,226450000,1
3,587,58700000,227350000,1
3,589,58900000,227550000,1
3,593,59300000,227950000,1
3,594,59400000,228050000,1
3,601,60100000,228750000,1
3,609,60900000,229550000,1
3,618,61800000,230450000,1
3,632,63200000,231850000,1
3,633,63300000,231950000,2
3,636,63600000,232250000,1
3,641,64100000,232750000,2
3,642,64200000,232850000,9
3,643,64300000,232950000,5
3,645,64500000,233150000,2
3,646,64600000,233250000,6
3,647,64700000,233350000,2
3,648,64800000,233450000,3
3,650,65000000,233650000,2
3,651,65100000,233750000,5
3,652,65200000,233850000,2
3,655,65500000,234150000,4
3,656,65600000,234250000,5
3,659,65900000,234550000,3
3,664,66400000,235050000,3
3,665,66500000,235150000,7
3,666,66600000,235250000,7
3,668,66800000,235450000,6
3,670,67000000,235650000,3
3,673,67300000,235950000,1
3,677,67700000,236350000,1
3,681,68100000,236750000,1
3,686,68600000,237250000,1
3,701,70100000,238750000,1
3,710,71000000,239650000,4
3,711,71100000,239750000,1
3,720,72000000,240650000,1
3,724,72400000,241050000,2
3,725,72500000,241150000,2
3,729,72900000,241550000,1
3,733,73300000,241950000,1
3,735,73500000,242150000,1
3,736,73600000,242250000,1
3,737,73700000,242350000,1
3,739,73900000,242550000,1
3,744,74400000,243050000,4
3,745,74500000,243150000,2
3,750,75000000,243650000,1
3,760,76000000,244650000,1
3,764,76400000,245050000,1
3,789,78900000,247550000,1
3,803,80300000,248950000,1
4,23,2300000,256350000,4
4,25,2500000,256550000,1
4,31,3100000,257150000,1
4,35,3500000,257550000,1
4,42,4200000,258250000,1
4,43,4300000,258350000,1
4,46,4600000,258650000,4
4,47,4700000,258750000,14
4,56,5600000,259650000,1
4,61,6100000,260150000,1
4,69,6900000,260950000,1
4,73,7300000,261350000,1
4,81,8100000,262150000,1
4,86,8600000,262650000,1
4,87,8700000,262750000,5
4,88,8800000,262850000,3
4,101,10100000,264150000,7
4,102,10200000,264250000,8
4,103,10300000,264350000,7
4,104,10400000,264450000,3
4,129,12900000,266950000,1
4,130,13000000,267050000,1
4,170,17000000,271050000,3
4,171,17100000,271150000,2
4,172,17200000,271250000,1
4,174,17400000,271450000,3
4,175,17500000,271550000,1
4,176,17600000,271650000,1
4,177,17700000,271750000,2
4,178,17800000,271850000,2
4,179,17900000,271950000,2
4,180,18000000,272050000,1
4,182,18200000,272250000,4
4,186,18600000,272650000,2
4,191,19100000,273150000,2
4,192,19200000,273250000,2
4,194,19400000,273450000,1
4,196,19600000,273650000,1
4,198,19800000,273850000,1
4,200,20000000,274050000,1
4,201,20100000,274150000,1
4,202,20200000,274250000,2
4,203,20300000,274350000,1
4,204,20400000,274450000,1
4,206,20600000,274650000,1
4,213,21300000,275350000,1
4,216,21600000,275650000,1
4,225,22500000,276550000,2
4,226,22600000,276650000,2
4,231,23100000,277150000,1
4,261,26100000,280150000,1
4,267,26700000,280750000,2
4,284,28400000,282450000,1
4,291,29100000,283150000,1
4,373,37300000,291350000,2
4,383,38300000,292350000,1
4,385,38500000,292550000,1
4,386,38600000,292650000,1
4,394,39400000,293450000,1
4,395,39500000,293550000,1
4,398,39800000,293850000,1
4,399,39900000,293950000,1
4,401,40100000,294150000,1
4,402,40200000,294250000,1
4,403,40300000,294350000,1
4,405,40500000,294550000,1
4,415,41500000,295550000,1
4,416,41600000,295650000,1
4,418,41800000,295850000,1
4,421,42100000,296150000,1
4,422,42200000,296250000,1
4,425,42500000,296550000,1
4,427,42700000,296750000,2
4,432,43200000,297250000,1
4,438,43800000,297850000,1
4,442,44200000,298250000,1
4,444,44400000,298450000,1
4,445,44500000,298550000,1
4,446,44600000,298650000,1
4,448,44800000,298850000,1
4,452,45200000,299250000,2
4,454,45400000,299450000,1
4,455,45500000,299550000,1
4,457,45700000,299750000,3
4,458,45800000,299850000,1
4,459,45900000,299950000,3
4,506,50600000,304650000,1
4,507,50700000,304750000,1
4,512,51200000,305250000,1
4,524,52400000,306450000,1
4,525,52500000,306550000,1
4,540,54000000,308050000,1
4,543,54300000,308350000,1
4,544,54400000,308450000,1
4,549,54900000,308950000,1
4,564,56400000,310450000,1
4,570,57000000,311050000,3
4,571,57100000,311150000,1
4,573,57300000,311350000,4
4,574,57400000,311450000,3
4,576,57600000,311650000,2
4,578,57800000,311850000,2
4,579,57900000,311950000,3
4,580,58000000,312050000,7
4,589,58900000,312950000,2
4,590,59000000,313050000,4
4,592,59200000,313250000,1
4,594,59400000,313450000,1
4,598,59800000,313850000,3
4,599,59900000,313950000,2
4,601,60100000,314150000,1
4,604,60400000,314450000,2
4,605,60500000,314550000,10
4,606,60600000,314650000,1
4,607,60700000,314750000,1
4,608,60800000,314850000,1
4,611,61100000,315150000,1
4,614,61400000,315450000,1
4,618,61800000,315850000,1
4,626,62600000,316650000,1
4,644,64400000,318450000,3
4,645,64500000,318550000,2
4,646,64600000,318650000,5
4,647,64700000,318750000,1
4,648,64800000,318850000,7
4,649,64900000,318950000,24
4,650,65000000,319050000,5
4,651,65100000,319150000,1
4,652,65200000,319250000,1
4,653,65300000,319350000,2
4,654,65400000,319450000,22
4,659,65900000,319950000,2
4,679,67900000,321950000,2
4,684,68400000,322450000,1
4,685,68500000,322550000,5
4,690,69000000,323050000,1
4,691,69100000,323150000,3
4,693,69300000,323350000,7
4,694,69400000,323450000,19
4,696,69600000,323650000,2
4,704,70400000,324450000,1
4,706,70600000,324650000,1
5,37,3700000,333450000,1
5,38,3800000,333550000,1
5,40,4000000,333750000,1
5,42,4200000,333950000,1
5,62,6200000,335950000,1
5,63,6300000,336050000,2
5,70,7000000,336750000,1
5,74,7400000,337150000,1
5,86,8600000,338350000,1
5,90,9000000,338750000,1
5,91,9100000,338850000,1
5,107,10700000,340450000,1
5,145,14500000,344250000,1
5,147,14700000,344450000,1
5,165,16500000,346250000,1
5,176,17600000,347350000,1
5,184,18400000,348150000,1
5,186,18600000,348350000,1
5,216,21600000,351350000,1
5,248,24800000,354550000,1
5,271,27100000,356850000,1
5,478,47800000,377550000,1
5,481,48100000,377850000,1
5,493,49300000,379050000,1
5,516,51600000,381350000,1
5,521,52100000,381850000,1
5,526,52600000,382350000,1
5,540,54000000,383750000,1
5,541,54100000,383850000,1
5,542,54200000,383950000,1
5,556,55600000,385350000,1
5,561,56100000,385850000,1
5,563,56300000,386050000,1
5,566,56600000,386350000,1
5,568,56800000,386550000,2
5,569,56900000,386650000,1
5,572,57200000,386950000,1
5,575,57500000,387250000,1
5,576,57600000,387350000,1
5,582,58200000,387950000,1
5,589,58900000,388650000,1
5,590,59000000,388750000,1
5,591,59100000,388850000,1
5,594,59400000,389150000,1
5,600,60000000,389750000,2
5,601,60100000,389850000,1
5,609,60900000,390650000,1
5,617,61700000,391450000,1
5,622,62200000,391950000,1
5,650,65000000,394750000,1
5,658,65800000,395550000,1
5,663,66300000,396050000,2
5,677,67700000,397450000,1
5,703,70300000,400050000,1
5,706,70600000,400350000,3
5,707,70700000,400450000,1
5,715,71500000,401250000,2
5,726,72600000,402350000,1
5,755,75500000,405250000,1
5,757,75700000,405450000,2
6,55,5500000,416050000,1
6,67,6700000,417250000,1
6,379,37900000,448450000,1
6,390,39000000,449550000,1
6,414,41400000,451950000,1
6,415,41500000,452050000,1
6,422,42200000,452750000,1
6,424,42400000,452950000,1
6,425,42500000,453050000,2
6,433,43300000,453850000,1
6,435,43500000,454050000,15
6,436,43600000,454150000,7
6,437,43700000,454250000,26
6,438,43800000,454350000,7
6,439,43900000,454450000,13
6,440,44000000,454550000,32
6,441,44100000,454650000,50
6,442,44200000,454750000,19
6,443,44300000,454850000,25
6,444,44400000,454950000,27
6,445,44500000,455050000,27
6,446,44600000,455150000,9
6,447,44700000,455250000,4
6,448,44800000,455350000,3
6,449,44900000,455450000,8
6,450,45000000,455550000,2
6,453,45300000,455850000,1
6,454,45400000,455950000,1
6,464,46400000,456950000,1
6,467,46700000,457250000,1
6,472,47200000,457750000,1
6,486,48600000,459150000,2
6,488,48800000,459350000,1
6,492,49200000,459750000,1
6,495,49500000,460050000,2
6,498,49800000,460350000,1
6,500,50000000,460550000,3
6,501,50100000,460650000,2
6,502,50200000,460750000,1
6,503,50300000,460850000,1
6,505,50500000,461050000,1
6,506,50600000,461150000,2
6,507,50700000,461250000,2
6,508,50800000,461350000,6
6,509,50900000,461450000,6
6,510,51000000,461550000,2
6,511,51100000,461650000,2
6,512,51200000,461750000,2
6,513,51300000,461850000,3
6,514,51400000,461950000,4
6,515,51500000,462050000,2
6,516,51600000,462150000,2
6,517,51700000,462250000,2
6,518,51800000,462350000,1
6,519,51900000,462450000,2
6,520,52000000,462550000,5
6,521,52100000,462650000,13
6,522,52200000,462750000,5
6,523,52300000,462850000,11
6,524,52400000,462950000,3
6,525,52500000,463050000,2
6,526,52600000,463150000,1
6,528,52800000,463350000,1
6,540,54000000,464550000,3
6,556,55600000,466150000,1
6,558,55800000,466350000,1
6,561,56100000,466650000,3
6,562,56200000,466750000,2
6,563,56300000,466850000,2
6,566,56600000,467150000,1
6,572,57200000,467750000,1
6,575,57500000,468050000,5
6,576,57600000,468150000,5
6,578,57800000,468350000,1
6,579,57900000,468450000,6
6,580,58000000,468550000,6
6,582,58200000,468750000,14
6,583,58300000,468850000,10
6,584,58400000,468950000,18
6,585,58500000,469050000,25
6,586,58600000,469150000,17
6,587,58700000,469250000,2
6,588,58800000,469350000,1
6,589,58900000,469450000,1
6,595,59500000,470050000,1
6,596,59600000,470150000,1
6,597,59700000,470250000,3
6,598,59800000,470350000,1
6,599,59900000,470450000,3
6,601,60100000,470650000,4
6,602,60200000,470750000,3
6,604,60400000,470950000,7
6,611,61100000,471650000,1
6,612,61200000,471750000,2
6,618,61800000,472350000,1
6,622,62200000,472750000,1
7,9,900000,478750000,1
7,10,1000000,478850000,1
7,29,2900000,480750000,1
7,40,4000000,481850000,1
7,48,4800000,482650000,1
7,59,5900000,483750000,1
7,60,6000000,483850000,3
7,61,6100000,483950000,1
7,69,6900000,484750000,1
7,479,47900000,525750000,2
7,580,58000000,535850000,2
7,597,59700000,537550000,1
7,601,60100000,537950000,2
7,602,60200000,538050000,3
7,604,60400000,538250000,1
7,608,60800000,538650000,1
7,611,61100000,538950000,1
7,628,62800000,540650000,1
7,632,63200000,541050000,1
7,637,63700000,541550000,1
7,645,64500000,542350000,1
7,646,64600000,542450000,1
7,647,64700000,542550000,1
7,648,64800000,542650000,1
7,649,64900000,542750000,2
7,659,65900000,543750000,1
7,662,66200000,544050000,1
7,663,66300000,544150000,1
7,664,66400000,544250000,1
7,665,66500000,544350000,1
7,667,66700000,544550000,1
7,668,66800000,544650000,3
7,669,66900000,544750000,1
7,670,67000000,544850000,2
7,671,67100000,544950000,1
7,673,67300000,545150000,2
7,675,67500000,545350000,1
7,682,68200000,546050000,1
7,683,68300000,546150000,2
7,684,68400000,546250000,1
7,687,68700000,546550000,1
8,24,2400000,554050000,1
8,67,6700000,558350000,1
8,68,6800000,558450000,2
8,75,7500000,559150000,3
8,502,50200000,601850000,1
8,503,50300000,601950000,2
8,507,50700000,602350000,1
8,511,51100000,602750000,1
8,512,51200000,602850000,1
8,519,51900000,603550000,1
8,520,52000000,603650000,2
8,521,52100000,603750000,1
8,522,52200000,603850000,3
8,524,52400000,604050000,1
8,527,52700000,604350000,3
8,528,52800000,604450000,2
8,529,52900000,604550000,3
8,530,53000000,604650000,1
8,535,53500000,605150000,1
8,573,57300000,608950000,1
8,596,59600000,611250000,1
8,598,59800000,611450000,1
8,607,60700000,612350000,4
8,608,60800000,612450000,2
8,609,60900000,612550000,1
8,611,61100000,612750000,2
8,619,61900000,613550000,2
8,631,63100000,614750000,3
8,634,63400000,615050000,1
8,637,63700000,615350000,1
8,640,64000000,615650000,4
8,641,64100000,615750000,1
8,642,64200000,615850000,2
8,643,64300000,615950000,1
8,646,64600000,616250000,2
8,654,65400000,617050000,1
9,5,500000,622650000,1
9,10,1000000,623150000,1
9,12,1200000,623350000,1
9,13,1300000,623450000,2
9,14,1400000,623550000,1
9,16,1600000,623750000,2
9,17,1700000,623850000,12
9,18,1800000,623950000,2
9,21,2100000,624250000,1
9,22,2200000,624350000,1
9,28,2800000,624950000,1
9,30,3000000,625150000,1
9,32,3200000,625350000,4
9,35,3500000,625650000,1
9,40,4000000,626150000,2
9,41,4100000,626250000,2
9,48,4800000,626950000,1
9,49,4900000,627050000,1
9,54,5400000,627550000,2
9,64,6400000,628550000,1
9,67,6700000,628850000,7
9,68,6800000,628950000,1
9,73,7300000,629450000,1
9,85,8500000,630650000,1
9,107,10700000,632850000,1
9,164,16400000,638550000,1
9,450,45000000,667150000,1
9,529,52900000,675050000,1
9,544,54400000,676550000,1
9,546,54600000,676750000,3
9,557,55700000,677850000,1
9,561,56100000,678250000,1
9,563,56300000,678450000,2
9,566,56600000,678750000,2
9,583,58300000,680450000,2
9,584,58400000,680550000,1
9,588,58800000,680950000,1
9,592,59200000,681350000,6
9,593,59300000,681450000,3
9,595,59500000,681650000,2
9,596,59600000,681750000,5
9,597,59700000,681850000,3
9,598,59800000,681950000,8
9,599,59900000,682050000,14
9,600,60000000,682150000,11
9,601,60100000,682250000,7
9,602,60200000,682350000,39
9,603,60300000,682450000,48
9,604,60400000,682550000,27
9,605,60500000,682650000,44
9,606,60600000,682750000,34
9,607,60700000,682850000,39
9,608,60800000,682950000,81
9,609,60900000,683050000,65
9,610,61000000,683150000,54
9,611,61100000,683250000,41
9,612,61200000,683350000,16
9,613,61300000,683450000,3
9,614,61400000,683550000,11
9,615,61500000,683650000,7
9,616,61600000,683750000,9
9,618,61800000,683950000,1
9,619,61900000,684050000,16
9,620,62000000,684150000,9
9,621,62100000,684250000,24
9,622,62200000,684350000,24
9,623,62300000,684450000,17
9,624,62400000,684550000,3
9,627,62700000,684850000,2
9,628,62800000,684950000,1
10,2,200000,690250000,1
10,17,1700000,691750000,1
10,29,2900000,692950000,2
10,110,11000000,701050000,1
10,113,11300000,701350000,1
10,114,11400000,701450000,1
10,118,11800000,701850000,2
10,119,11900000,701950000,1
10,120,12000000,702050000,1
10,122,12200000,702250000,1
10,124,12400000,702450000,1
10,136,13600000,703650000,1
10,150,15000000,705050000,1
10,183,18300000,708350000,1
10,340,34000000,724050000,1
10,436,43600000,733650000,1
10,498,49800000,739850000,1
10,504,50400000,740450000,2
10,505,50500000,740550000,2
10,506,50600000,740650000,1
10,509,50900000,740950000,1
10,510,51000000,741050000,1
10,513,51300000,741350000,1
10,514,51400000,741450000,3
10,518,51800000,741850000,2
10,529,52900000,742950000,1
10,535,53500000,743550000,1
10,551,55100000,745150000,1
10,552,55200000,745250000,1
10,553,55300000,745350000,1
10,560,56000000,746050000,2
10,561,56100000,746150000,2
10,570,57000000,747050000,2
10,575,57500000,747550000,1
10,591,59100000,749150000,3
10,592,59200000,749250000,1
10,604,60400000,750450000,1
10,617,61700000,751750000,2
10,618,61800000,751850000,2
10,619,61900000,751950000,1
10,621,62100000,752150000,3
