gene_id,strand,seg_start,seg_end,kind
Sobic.004G286500,-,65417831,65418269,UTR
Sobic.004G286500,-,65418270,65418444,CDS
Sobic.004G286500,-,65416330,65417234,UTR
Sobic.004G286600,+,65430531,65430683,UTR
Sobic.004G286600,+,65430684,65430953,CDS
Sobic.004G286600,+,65431055,65431636,CDS
Sobic.004G286600,+,65431637,65433265,UTR
Sobic.004G286700,+,65438528,65438794,UTR
Sobic.004G286700,+,65438795,65439095,CDS
Sobic.004G286700,+,65440748,65440878,CDS
Sobic.004G286700,+,65440993,65441232,CDS
Sobic.004G286700,+,65441351,65441830,CDS
Sobic.004G286700,+,65441831,65442200,UTR
Sobic.004G286800,+,65446287,65446353,UTR
Sobic.004G286800,+,65446354,65446615,CDS
Sobic.004G286800,+,65446746,65446882,CDS
Sobic.004G286800,+,65446984,65447473,CDS
Sobic.004G286800,+,65447674,65447894,CDS
Sobic.004G286800,+,65447895,65448152,UTR
Sobic.004G286900,-,65455578,65455681,CDS
Sobic.004G286900,-,65455682,65455826,UTR
Sobic.004G286900,-,65454338,65455043,UTR
Sobic.004G286900,-,65455044,65455269,CDS
Sobic.004G287000,+,65468038,65468377,UTR
Sobic.004G287000,+,65468378,65468516,CDS
Sobic.004G287000,+,65468651,65468930,CDS
Sobic.004G287000,+,65469029,65469251,CDS
Sobic.004G287000,+,65469252,65470333,UTR
Sobic.004G287100,-,65471814,65472717,CDS
Sobic.004G287100,-,65472718,65472972,UTR
Sobic.004G287100,-,65471304,65471724,CDS
Sobic.004G287100,-,65468990,65470846,UTR
Sobic.004G287100,-,65470847,65471225,CDS
Sobic.004G287200,+,65474216,65476040,CDS
Sobic.004G287200,+,65476887,65476954,CDS
Sobic.004G287200,+,65477048,65477383,UTR
Sobic.004G287300,+,65480225,65480374,UTR
Sobic.004G287300,+,65480375,65481403,CDS
Sobic.004G287300,+,65481404,65481676,UTR
Sobic.004G287400,-,65484492,65486740,CDS
Sobic.004G287400,-,65486741,65486907,UTR
Sobic.004G287400,-,65484037,65484160,CDS
Sobic.004G287400,-,65483647,65483940,CDS
Sobic.004G287400,-,65483363,65483565,CDS
Sobic.004G287400,-,65482036,65482829,UTR
Sobic.004G287400,-,65482830,65483112,CDS
Sobic.004G287500,+,65494624,65494835,UTR
Sobic.004G287500,+,65494836,65495378,CDS
Sobic.004G287500,+,65495975,65496160,CDS
Sobic.004G287500,+,65497863,65498171,CDS
Sobic.004G287500,+,65498172,65498566,UTR
Sobic.004G287600,-,65503459,65503623,CDS
Sobic.004G287600,-,65503624,65503711,UTR
Sobic.004G287600,-,65503231,65503342,CDS
Sobic.004G287600,-,65503028,65503140,CDS
Sobic.004G287600,-,65502220,65502563,CDS
Sobic.004G287600,-,65501914,65501989,CDS
Sobic.004G287600,-,65501611,65501697,CDS
Sobic.004G287600,-,65501366,65501446,CDS
Sobic.004G287600,-,65501242,65501274,CDS
Sobic.004G287600,-,65500988,65501041,CDS
Sobic.004G287600,-,65500856,65500897,CDS
Sobic.004G287600,-,65500669,65500747,CDS
Sobic.004G287600,-,65500505,65500575,CDS
Sobic.004G287600,-,65500038,65500334,UTR
Sobic.004G287600,-,65500335,65500421,CDS
Sobic.004G287700,+,65506804,65506897,UTR
Sobic.004G287700,+,65506898,65507299,CDS
Sobic.004G287700,+,65507300,65507585,UTR
Sobic.004G287800,+,65513093,65513728,CDS
Sobic.004G287900,+,65518158,65518280,UTR
Sobic.004G287900,+,65518409,65518634,UTR
Sobic.004G287900,+,65519694,65519757,UTR
Sobic.004G287900,+,65519758,65519863,CDS
Sobic.004G287900,+,65519957,65520099,CDS
Sobic.004G287900,+,65520100,65520304,UTR
Sobic.004G288000,-,65521336,65521849,UTR
Sobic.004G288000,-,65521850,65522320,CDS
Sobic.004G288000,-,65522321,65522449,UTR
Sobic.004G288100,+,65522608,65522712,UTR
Sobic.004G288100,+,65522713,65522796,CDS
Sobic.004G288100,+,65523581,65523774,CDS
Sobic.004G288100,+,65523893,65523977,CDS
Sobic.004G288100,+,65524594,65524662,CDS
Sobic.004G288100,+,65525049,65525141,CDS
Sobic.004G288100,+,65525142,65525432,UTR
Sobic.004G288200,+,65526087,65526287,UTR
Sobic.004G288200,+,65526288,65528952,CDS
Sobic.004G288200,+,65529314,65529675,CDS
Sobic.004G288200,+,65529676,65530086,UTR
Sobic.004G288300,-,65529875,65530073,UTR
Sobic.004G288300,-,65530074,65531990,CDS
Sobic.004G288300,-,65531991,65532051,UTR
Sobic.004G288400,-,65532645,65532817,UTR
Sobic.004G288400,-,65532818,65533408,CDS
Sobic.004G288400,-,65533409,65533657,UTR
Sobic.004G288500,+,65536947,65538077,UTR
Sobic.004G288500,+,65538078,65539706,CDS
Sobic.004G288500,+,65539707,65540173,UTR
