trait,POS,p_value
embedding_mean_139,65395807,0.10652495175600052
embedding_mean_139,65396022,0.054702114313840866
embedding_mean_139,65396096,4.025756206829101e-4
embedding_mean_139,65396133,0.6232768297195435
embedding_mean_139,65396153,0.02761179208755493
embedding_mean_139,65396193,0.5010369420051575
embedding_mean_139,65396232,0.05539776384830475
embedding_mean_139,65396233,0.04588819295167923
embedding_mean_139,65396533,0.03277863934636116
embedding_mean_139,65396888,0.29547247290611267
embedding_mean_139,65396994,0.14670239388942719
embedding_mean_139,65397287,0.030389171093702316
embedding_mean_139,65397320,0.05190291255712509
embedding_mean_139,65398241,0.009519065730273724
embedding_mean_139,65398289,0.08164297789335251
embedding_mean_139,65398371,0.004103715997189283
embedding_mean_139,65398575,0.004982172977179289
embedding_mean_139,65398617,0.26190364360809326
embedding_mean_139,65398633,0.6427778005599976
embedding_mean_139,65398663,0.19762228429317474
embedding_mean_139,65398668,0.49413856863975525
embedding_mean_139,65398671,0.005993520375341177
embedding_mean_139,65398917,0.15823902189731598
embedding_mean_139,65398968,0.005221408326178789
embedding_mean_139,65399380,0.6951243281364441
embedding_mean_139,65399503,0.06013529375195503
embedding_mean_139,65399536,0.05196467041969299
embedding_mean_139,65399555,0.20585981011390686
embedding_mean_139,65399856,0.5555374622344971
embedding_mean_139,65399991,0.007078569382429123
embedding_mean_139,65399995,0.5305052995681763
embedding_mean_139,65400062,0.5873034596443176
embedding_mean_139,65400186,0.28095540404319763
embedding_mean_139,65400193,0.12178026139736176
embedding_mean_139,65400202,0.48951974511146545
embedding_mean_139,65400341,0.4994521737098694
embedding_mean_139,65400448,0.3331303894519806
embedding_mean_139,65400605,0.017445707693696022
embedding_mean_139,65400608,0.3408220708370209
embedding_mean_139,65400755,0.7339740991592407
embedding_mean_139,65400868,0.8786767721176147
embedding_mean_139,65400991,0.03153551369905472
embedding_mean_139,65401084,0.05054200440645218
embedding_mean_139,65401113,0.3025100827217102
embedding_mean_139,65401223,0.20852869749069214
embedding_mean_139,65401228,0.3091988265514374
embedding_mean_139,65401233,0.009179282002151012
embedding_mean_139,65401263,0.38759657740592957
embedding_mean_139,65401342,0.47362449765205383
embedding_mean_139,65401691,0.2519017159938812
embedding_mean_139,65401896,0.7275480628013611
embedding_mean_139,65401937,0.7281873226165771
embedding_mean_139,65402098,0.4031684696674347
embedding_mean_139,65402305,0.1280631422996521
embedding_mean_139,65402327,0.06995631754398346
embedding_mean_139,65402331,0.009019815362989902
embedding_mean_139,65402407,0.07579869031906128
embedding_mean_139,65402519,0.027723057195544243
embedding_mean_139,65402649,0.020794324576854706
embedding_mean_139,65402665,0.3717004954814911
embedding_mean_139,65402921,0.5533016920089722
embedding_mean_139,65402979,0.06704533845186234
embedding_mean_139,65403075,0.3636249899864197
embedding_mean_139,65403200,0.16462647914886475
embedding_mean_139,65403212,0.25755026936531067
embedding_mean_139,65403232,0.024249911308288574
embedding_mean_139,65403278,0.6377806663513184
embedding_mean_139,65403285,0.014922352507710457
embedding_mean_139,65403323,0.5406256318092346
embedding_mean_139,65403337,0.6767541766166687
embedding_mean_139,65403401,0.20462749898433685
embedding_mean_139,65403567,0.9178059697151184
embedding_mean_139,65403569,0.2839769423007965
embedding_mean_139,65403586,0.17408764362335205
embedding_mean_139,65403620,0.5314180254936218
embedding_mean_139,65403629,0.012378855608403683
embedding_mean_139,65403654,0.3084113597869873
embedding_mean_139,65403881,0.14535097777843475
embedding_mean_139,65403962,0.019071348011493683
embedding_mean_139,65403998,0.09532060474157333
embedding_mean_139,65404110,0.2891732156276703
embedding_mean_139,65404255,0.07636002451181412
embedding_mean_139,65404262,0.1600104123353958
embedding_mean_139,65404285,0.09757837653160095
embedding_mean_139,65404304,0.6130669116973877
embedding_mean_139,65404492,0.07261886447668076
embedding_mean_139,65404536,0.2069367617368698
embedding_mean_139,65404544,0.2525259554386139
embedding_mean_139,65404675,0.007957634516060352
embedding_mean_139,65405151,0.23333169519901276
embedding_mean_139,65405182,0.6858974695205688
embedding_mean_139,65405422,0.2444116622209549
embedding_mean_139,65405637,0.01168597862124443
embedding_mean_139,65405638,0.01168597862124443
embedding_mean_139,65405801,0.22169972956180573
embedding_mean_139,65405896,0.014948932453989983
embedding_mean_139,65406107,0.2810535430908203
embedding_mean_139,65406324,0.02901303954422474
embedding_mean_139,65406395,0.385918527841568
embedding_mean_139,65406478,0.2217358499765396
embedding_mean_139,65406573,0.3599907159805298
embedding_mean_139,65406790,0.4353681206703186
embedding_mean_139,65406791,0.4353681206703186
embedding_mean_139,65406919,0.6754471063613892
embedding_mean_139,65406973,0.02339846082031727
embedding_mean_139,65407024,0.007356191519647837
embedding_mean_139,65407531,0.864152729511261
embedding_mean_139,65407782,0.805393636226654
embedding_mean_139,65407783,0.31411924958229065
embedding_mean_139,65407787,0.9449628591537476
embedding_mean_139,65407824,0.9027420878410339
embedding_mean_139,65407843,0.8761576414108276
embedding_mean_139,65407850,0.3144133985042572
embedding_mean_139,65407870,0.57659149169921875
embedding_mean_139,65407884,0.49269649386405945
embedding_mean_139,65408061,0.1741175651550293
embedding_mean_139,65408081,0.3634771704673767
embedding_mean_139,65408111,0.8908795118331909
embedding_mean_139,65408140,0.9204279780387878
embedding_mean_139,65408182,0.10636018216609955
embedding_mean_139,65408280,0.713127851486206
embedding_mean_139,65408409,0.49251630902290344
embedding_mean_139,65408479,0.12580032646656036
embedding_mean_139,65408572,0.6890664100646973
embedding_mean_139,65408575,0.7805020809173584
embedding_mean_139,65408577,0.7805020809173584
embedding_mean_139,65408672,0.11352367699146271
embedding_mean_139,65408737,0.06463410705327988
embedding_mean_139,65408762,0.03259400278329849
embedding_mean_139,65408773,0.03259400278329849
embedding_mean_139,65408778,0.17113730311393738
embedding_mean_139,65408828,0.01402584183961153
embedding_mean_139,65408853,0.05266934633255005
embedding_mean_139,65408907,0.09869878739118576
embedding_mean_139,65408908,0.6617774367332458
embedding_mean_139,65409071,0.38237738609313965
embedding_mean_139,65409085,0.6058985590934753
embedding_mean_139,65409086,0.38237738609313965
embedding_mean_139,65409250,0.04390490800142288
embedding_mean_139,65409266,0.23246319591999054
embedding_mean_139,65409301,0.04352588579058647
embedding_mean_139,65409395,0.04654557630419731
embedding_mean_139,65409420,0.014543144963681698
embedding_mean_139,65409468,0.08015277981758118
embedding_mean_139,65409504,0.0770985558629036
embedding_mean_139,65409514,0.0650085061788559
embedding_mean_139,65409659,0.19816063344478607
embedding_mean_139,65409664,0.37352436780929565
embedding_mean_139,65409705,0.043982282280921936
embedding_mean_139,65409759,0.17603938281536102
embedding_mean_139,65409780,0.7876718640327454
embedding_mean_139,65409795,0.7876718640327454
embedding_mean_139,65409810,0.2943367063999176
embedding_mean_139,65409818,0.6114981770515442
embedding_mean_139,65409847,0.8535414338111877
embedding_mean_139,65409855,0.11706337332725525
embedding_mean_139,65410053,0.040942344814538956
embedding_mean_139,65410072,0.09341838955879211
embedding_mean_139,65410076,0.6114981770515442
embedding_mean_139,65410138,0.6114981770515442
embedding_mean_139,65410144,0.2634252607822418
embedding_mean_139,65410163,0.6114981770515442
embedding_mean_139,65410172,0.18109160661697388
embedding_mean_139,65410233,0.154013991355896
embedding_mean_139,65410304,0.6557143330574036
embedding_mean_139,65410315,0.26541420817375183
embedding_mean_139,65410421,0.11967616528272629
embedding_mean_139,65410458,0.0288148894906044
embedding_mean_139,65410472,0.13368213176727295
embedding_mean_139,65410479,0.13368213176727295
embedding_mean_139,65410485,0.30538827180862427
embedding_mean_139,65410493,0.30538827180862427
embedding_mean_139,65410498,0.12848927080631256
embedding_mean_139,65410571,0.063014887273311615
embedding_mean_139,65410577,0.13090072572231293
embedding_mean_139,65410656,0.7959229350090027
embedding_mean_139,65410658,0.7959229350090027
embedding_mean_139,65410720,0.35729557275772095
embedding_mean_139,65410722,0.42771732807159424
embedding_mean_139,65410726,0.4033772349357605
embedding_mean_139,65410754,0.7744449973106384
embedding_mean_139,65410816,0.043605100363492966
embedding_mean_139,65410823,0.5420880913734436
embedding_mean_139,65410825,0.5420880913734436
embedding_mean_139,65410887,0.16648316383361816
embedding_mean_139,65410977,0.39938557147979736
embedding_mean_139,65411024,0.5039551258087158
embedding_mean_139,65411029,0.10890188068151474
embedding_mean_139,65411111,0.4984041452407837
embedding_mean_139,65411141,0.9217362403869629
embedding_mean_139,65411172,0.8524928092956543
embedding_mean_139,65411303,0.9010758996009827
embedding_mean_139,65411394,0.019117863848805428
embedding_mean_139,65411549,0.13010215759277344
embedding_mean_139,65411734,0.2335001826286316
embedding_mean_139,65411849,0.22425870597362518
embedding_mean_139,65412035,0.2585853338241577
embedding_mean_139,65412162,0.6682102680206299
embedding_mean_139,65412170,0.9352400898933411
embedding_mean_139,65412184,0.9642016291618347
embedding_mean_139,65412200,0.8679224252700806
embedding_mean_139,65412236,0.5166866779327393
embedding_mean_139,65412503,0.7461181879043579
embedding_mean_139,65412692,0.8635975122451782
embedding_mean_139,65412749,0.2877524197101593
embedding_mean_139,65412758,0.9103827476501465
embedding_mean_139,65412763,0.8801184296607971
embedding_mean_139,65412826,0.4061259329319
embedding_mean_139,65412897,0.676649272441864
embedding_mean_139,65412941,0.6020727157592773
embedding_mean_139,65412961,0.706916093826294
embedding_mean_139,65412999,0.8004807829856873
embedding_mean_139,65413140,0.25089097023010254
embedding_mean_139,65413162,0.287851482629776
embedding_mean_139,65413192,0.5735805630683899
embedding_mean_139,65413216,0.900549054145813
embedding_mean_139,65413254,0.6875510811805725
embedding_mean_139,65413279,0.8573411107063293
embedding_mean_139,65413316,0.5058712959289551
embedding_mean_139,65413384,0.5998224020004272
embedding_mean_139,65413898,0.46705031394958496
embedding_mean_139,65413986,0.42788398265838623
embedding_mean_139,65414304,0.0018236803589388728
embedding_mean_139,65414450,0.04022453725337982
embedding_mean_139,65414588,0.21316884458065033
embedding_mean_139,65414589,0.2103390246629715
embedding_mean_139,65414648,0.09557608515024185
embedding_mean_139,65414653,0.10437380522489548
embedding_mean_139,65414662,0.06978604197502136
embedding_mean_139,65414752,0.11887570470571518
embedding_mean_139,65414773,0.3978338837623596
embedding_mean_139,65414829,0.004399454686790705
embedding_mean_139,65414854,6.92331581376493e-4
embedding_mean_139,65414884,0.02377554401755333
embedding_mean_139,65414907,0.10992944985628128
embedding_mean_139,65414908,0.10992944985628128
embedding_mean_139,65414915,0.1556914746761322
embedding_mean_139,65414973,0.8157150149345398
embedding_mean_139,65414985,0.6227941513061523
embedding_mean_139,65415006,0.6022530198097229
embedding_mean_139,65415025,0.5815240144729614
embedding_mean_139,65415049,0.5804188251495361
embedding_mean_139,65415113,0.005207110196352005
embedding_mean_139,65415121,0.8654054403305054
embedding_mean_139,65415123,0.29155445098876953
embedding_mean_139,65415135,0.8602604269981384
embedding_mean_139,65415167,0.8507413864135742
embedding_mean_139,65415193,0.6884332895278931
embedding_mean_139,65415207,0.7593653798103333
embedding_mean_139,65415327,0.720579981803894
embedding_mean_139,65415338,0.6658579707145691
embedding_mean_139,65415382,0.7193045020103455
embedding_mean_139,65415536,0.635331392288208
embedding_mean_139,65415566,0.4467068612575531
embedding_mean_139,65415676,0.8912680149078369
embedding_mean_139,65415685,0.8228247165679932
embedding_mean_139,65415687,0.7949808239936829
embedding_mean_139,65415690,0.7949808239936829
embedding_mean_139,65415691,0.533843457698822
embedding_mean_139,65415694,0.6735365390777588
embedding_mean_139,65415707,0.6735365390777588
embedding_mean_139,65415709,0.6111065745353699
embedding_mean_139,65415727,0.5693991780281067
embedding_mean_139,65415742,0.5817064046859741
embedding_mean_139,65415743,0.5817064046859741
embedding_mean_139,65415746,0.5817064046859741
embedding_mean_139,65415771,0.8228199481964111
embedding_mean_139,65415775,0.8228199481964111
embedding_mean_139,65415848,0.6791155934333801
embedding_mean_139,65415864,0.8229928612709045
embedding_mean_139,65415899,0.5178843140602112
embedding_mean_139,65415945,0.27652353048324585
embedding_mean_139,65416161,0.6431067585945129
embedding_mean_139,65416193,0.6145786046981812
embedding_mean_139,65416221,0.663744330406189
embedding_mean_139,65416241,0.640701413154602
embedding_mean_139,65416244,0.7072436809539795
embedding_mean_139,65416256,0.6809418797492981
embedding_mean_139,65416281,0.6172824501991272
embedding_mean_139,65416297,0.6642196178436279
embedding_mean_139,65416523,0.14441467821598053
embedding_mean_139,65416561,0.24796833097934723
embedding_mean_139,65416564,0.24796833097934723
embedding_mean_139,65416565,0.8266258239746094
embedding_mean_139,65416568,0.3750390410423279
embedding_mean_139,65416576,0.32362470030784607
embedding_mean_139,65416581,0.32362470030784607
embedding_mean_139,65416584,0.31057441234588623
embedding_mean_139,65416619,0.8117984533309937
embedding_mean_139,65416640,0.11128074675798416
embedding_mean_139,65416701,0.9095944166183472
embedding_mean_139,65416738,0.9344199895858765
embedding_mean_139,65416759,0.9707275629043579
embedding_mean_139,65416778,0.7933862209320068
embedding_mean_139,65416788,0.7933862209320068
embedding_mean_139,65416789,0.7933862209320068
embedding_mean_139,65416809,0.7234421372413635
embedding_mean_139,65416832,0.7489009499549866
embedding_mean_139,65416837,0.7626538276672363
embedding_mean_139,65416846,0.7445462942123413
embedding_mean_139,65416951,0.8300924301147461
embedding_mean_139,65417079,0.9993674159049988
embedding_mean_139,65417163,0.719208836555481
embedding_mean_139,65417184,0.74171382188797
embedding_mean_139,65417225,0.593675971031189
embedding_mean_139,65417294,0.752397894859314
embedding_mean_139,65417450,0.5585407018661499
embedding_mean_139,65417465,0.6425327658653259
embedding_mean_139,65417467,0.4414932131767273
embedding_mean_139,65417530,0.7824044823646545
embedding_mean_139,65417532,0.7268674969673157
embedding_mean_139,65417547,0.7592518329620361
embedding_mean_139,65417570,0.6424888372421265
embedding_mean_139,65417577,0.51175457239151
embedding_mean_139,65417579,0.46179690957069397
embedding_mean_139,65417583,0.0013075830647721887
embedding_mean_139,65417628,0.4342705309391022
embedding_mean_139,65417638,0.16109491884708405
embedding_mean_139,65417639,0.3853384852409363
embedding_mean_139,65417665,0.6096303462982178
embedding_mean_139,65417695,0.5572512149810791
embedding_mean_139,65417761,0.5579934120178223
embedding_mean_139,65417771,0.5953494310379028
embedding_mean_139,65417795,0.5248295068740845
embedding_mean_139,65417845,0.8289650082588196
embedding_mean_139,65417888,0.8102048635482788
embedding_mean_139,65417890,0.8102048635482788
embedding_mean_139,65417891,0.8102048635482788
embedding_mean_139,65417897,0.8763606548309326
embedding_mean_139,65417908,0.602277934551239
embedding_mean_139,65418043,0.6939206719398499
embedding_mean_139,65418097,0.7375168204307556
embedding_mean_139,65418104,0.9175432920455933
embedding_mean_139,65418369,0.57259368896484375
embedding_mean_139,65418502,0.9251429438591003
embedding_mean_139,65418539,0.575493574142456
embedding_mean_139,65418584,0.5463330745697021
embedding_mean_139,65418623,0.38663458824157715
embedding_mean_139,65418690,0.36989152431488037
embedding_mean_139,65418717,0.5804352164268494
embedding_mean_139,65418731,0.6097171902656555
embedding_mean_139,65418809,0.4387800395488739
embedding_mean_139,65418889,0.35528844594955444
embedding_mean_139,65419179,0.7039233446121216
embedding_mean_139,65419242,0.7349914312362671
embedding_mean_139,65419266,0.5016310811042786
embedding_mean_139,65419277,0.5776498317718506
embedding_mean_139,65419335,0.484199196100235
embedding_mean_139,65419370,0.4872896373271942
embedding_mean_139,65419474,0.6297475099563599
embedding_mean_139,65419483,0.5816420316696167
embedding_mean_139,65419491,0.5342693328857422
embedding_mean_139,65419499,0.6303761005401611
embedding_mean_139,65419579,0.6170815229415894
embedding_mean_139,65419685,0.7759566903114319
embedding_mean_139,65419825,0.5858103036880493
embedding_mean_139,65419935,0.530978798866272
embedding_mean_139,65420001,0.7662484049797058
embedding_mean_139,65420046,0.6260019540786743
embedding_mean_139,65420137,0.9341416954994202
embedding_mean_139,65420223,0.7527320384979248
embedding_mean_139,65420249,0.7056686878204346
embedding_mean_139,65420250,0.7056686878204346
embedding_mean_139,65420267,0.6460549235343933
embedding_mean_139,65420731,0.7798795700073242
embedding_mean_139,65420778,0.7381234169006348
embedding_mean_139,65420786,0.7258991599082947
embedding_mean_139,65420878,0.7995784878730774
embedding_mean_139,65420895,0.16224898397922516
embedding_mean_139,65420949,0.0298500657081604
embedding_mean_139,65421019,0.659816563129425
embedding_mean_139,65421079,0.4825848340988159
embedding_mean_139,65421189,0.7754420638084412
embedding_mean_139,65421421,0.5204492211341858
embedding_mean_139,65421625,0.0635562613606453
embedding_mean_139,65421819,0.7410760521888733
embedding_mean_139,65421895,0.9898056983947754
embedding_mean_139,65421921,0.9110991358757019
embedding_mean_139,65421949,0.7788304686546326
embedding_mean_139,65421974,0.4912184774875641
embedding_mean_139,65422005,0.9762596487998962
embedding_mean_139,65422018,0.8287005424499512
embedding_mean_139,65422048,0.7181718945503235
embedding_mean_139,65422152,0.7354950904846191
embedding_mean_139,65422179,0.720365047454834
embedding_mean_139,65422210,0.5983115434646606
embedding_mean_139,65422298,0.7673660516738892
embedding_mean_139,65422343,0.42622318863868713
embedding_mean_139,65422507,0.893832266330719
embedding_mean_139,65422641,0.0345158614218235
embedding_mean_139,65422692,0.9564773440361023
embedding_mean_139,65422753,0.008484519086778164
embedding_mean_139,65422773,0.003156217047944665
embedding_mean_139,65422856,0.007233713753521442
embedding_mean_139,65422891,0.0026497577782720327
embedding_mean_139,65422983,0.011383029632270336
embedding_mean_139,65423010,0.009563536383211613
embedding_mean_139,65423024,0.006399977020919323
embedding_mean_139,65423033,0.03579357638955116
embedding_mean_139,65423061,0.009909607470035553
embedding_mean_139,65423064,0.9532435536384583
embedding_mean_139,65423070,0.003627774305641651
embedding_mean_139,65423289,0.0037756524980068207
embedding_mean_139,65423313,9.143534698523581e-4
embedding_mean_139,65423315,0.7165923118591309
embedding_mean_139,65423318,7.841826882213354e-4
embedding_mean_139,65423320,7.841826882213354e-4
embedding_mean_139,65423322,0.001198769430629909
embedding_mean_139,65423323,0.001198769430629909
embedding_mean_139,65423410,0.004298313520848751
embedding_mean_139,65423421,0.006905683316290379
embedding_mean_139,65423430,0.009546434506773949
embedding_mean_139,65423449,0.010455268435180187
embedding_mean_139,65423459,0.021903162822127342
embedding_mean_139,65423468,0.036623530089855194
embedding_mean_139,65423507,0.018207453191280365
embedding_mean_139,65423508,0.02069690078496933
embedding_mean_139,65423533,0.017412321642041206
embedding_mean_139,65423539,0.01039107609540224
embedding_mean_139,65423584,0.012208769097924232
embedding_mean_139,65423593,0.007848062552511692
embedding_mean_139,65423602,0.006391642615199089
embedding_mean_139,65423611,0.009695441462099552
embedding_mean_139,65423647,0.008146866224706173
embedding_mean_139,65423654,0.004686314612627029
embedding_mean_139,65423655,0.004686314612627029
embedding_mean_139,65423688,0.006136789917945862
embedding_mean_139,65423719,0.006265238393098116
embedding_mean_139,65423738,0.005373180843889713
embedding_mean_139,65423740,0.005373180843889713
embedding_mean_139,65423787,0.005333234090358019
embedding_mean_139,65423795,0.004903770517557859
embedding_mean_139,65423811,0.020742356777191162
embedding_mean_139,65423837,0.6012041568756104
embedding_mean_139,65423858,0.00530313840135932
embedding_mean_139,65423861,0.0031363386660814285
embedding_mean_139,65423863,0.0026993765495717525
embedding_mean_139,65423867,0.0012102004839107394
embedding_mean_139,65423870,9.68598760664463e-4
embedding_mean_139,65423874,9.409438935108483e-4
embedding_mean_139,65423881,0.12936700880527496
embedding_mean_139,65423934,4.1225753375329077e-4
embedding_mean_139,65423958,0.01777772232890129
embedding_mean_139,65423988,0.009608201682567596
embedding_mean_139,65424028,0.6699224710464478
embedding_mean_139,65424086,0.0034043272025883198
embedding_mean_139,65424104,0.005932076834142208
embedding_mean_139,65424113,0.007334452122449875
embedding_mean_139,65424129,0.005731457844376564
embedding_mean_139,65424130,0.014132500626146793
embedding_mean_139,65424211,0.0061853062361478806
embedding_mean_139,65424219,0.0035372176207602024
embedding_mean_139,65424225,0.003143013920634985
embedding_mean_139,65424232,0.003143013920634985
embedding_mean_139,65424247,0.005824508145451546
embedding_mean_139,65424263,0.005537966266274452
embedding_mean_139,65424272,0.003335174871608615
embedding_mean_139,65424307,0.003713869256898761
embedding_mean_139,65424311,0.8028519749641418
embedding_mean_139,65424322,0.005126810632646084
embedding_mean_139,65424335,0.0030566540081053972
embedding_mean_139,65424339,0.0026157356332987547
embedding_mean_139,65424370,0.007090017199516296
embedding_mean_139,65424385,0.006328041199594736
embedding_mean_139,65424417,0.008625704795122147
embedding_mean_139,65424419,0.008625704795122147
embedding_mean_139,65424439,0.942220151424408
embedding_mean_139,65424445,0.005565670318901539
embedding_mean_139,65424463,0.008990162052214146
embedding_mean_139,65424465,0.009449142031371593
embedding_mean_139,65424466,0.009449142031371593
embedding_mean_139,65424527,0.003734617494046688
embedding_mean_139,65424544,0.009780152700841427
embedding_mean_139,65424591,0.0027507285121828318
embedding_mean_139,65424621,0.005990431644022465
embedding_mean_139,65424625,0.002918033627793193
embedding_mean_139,65424658,0.4736372232437134
embedding_mean_139,65424663,0.008828692138195038
embedding_mean_139,65424715,0.008578915148973465
embedding_mean_139,65424719,0.018021298572421074
embedding_mean_139,65424725,0.009742705151438713
embedding_mean_139,65424759,0.014166949316859245
embedding_mean_139,65424763,0.018684659153223038
embedding_mean_139,65424768,0.018135009333491325
embedding_mean_139,65424772,0.018135009333491325
embedding_mean_139,65424774,0.009592154994606972
embedding_mean_139,65424780,0.009403134696185589
embedding_mean_139,65424791,0.008117713034152985
embedding_mean_139,65424803,0.0072732786647975445
embedding_mean_139,65424805,0.006612942088395357
embedding_mean_139,65424826,0.006725700106471777
embedding_mean_139,65424829,0.005151629913598299
embedding_mean_139,65424837,0.006725700106471777
embedding_mean_139,65424911,0.002542416797950864
embedding_mean_139,65424914,0.0026398487389087677
embedding_mean_139,65424945,8.977153338491917e-4
embedding_mean_139,65424947,9.864920284599066e-4
embedding_mean_139,65424962,5.09872566908598e-4
embedding_mean_139,65424972,0.0019941767677664757
embedding_mean_139,65424983,0.0016647157026454806
embedding_mean_139,65424984,0.0015933769755065441
embedding_mean_139,65424986,0.0015255635371431708
embedding_mean_139,65425010,0.0010933978483080864
embedding_mean_139,65425011,0.0010933978483080864
embedding_mean_139,65425014,0.0010933978483080864
embedding_mean_139,65425015,0.01375628262758255
embedding_mean_139,65425036,0.0021633601281791925
embedding_mean_139,65425037,0.0017994350055232644
embedding_mean_139,65425043,0.0017994350055232644
embedding_mean_139,65425045,0.0017994350055232644
embedding_mean_139,65425081,0.002744221594184637
embedding_mean_139,65425119,0.0018536829156801105
embedding_mean_139,65425154,0.004309363663196564
embedding_mean_139,65425157,0.0027180840261280537
embedding_mean_139,65425164,0.003989830147475004
embedding_mean_139,65425168,0.004729125183075666
embedding_mean_139,65425182,0.0034919593017548323
embedding_mean_139,65425183,0.0034919593017548323
embedding_mean_139,65425187,0.0024847567547112703
embedding_mean_139,65425196,0.0017243524780496955
embedding_mean_139,65425241,0.04366791993379593
embedding_mean_139,65425248,0.042080555111169815
embedding_mean_139,65425271,0.009928939864039421
embedding_mean_139,65425281,0.009928939864039421
embedding_mean_139,65425288,0.01104750670492649
embedding_mean_139,65425293,0.027289576828479767
