gene_id,strand,seg_start,seg_end,kind
Sobic.009G250400,+,62376241,62377839,UTR
Sobic.009G250500,+,62377854,62377913,UTR
Sobic.009G250500,+,62377914,62378762,CDS
Sobic.009G250500,+,62378763,62378941,UTR
Sobic.009G250600,+,62379821,62380603,CDS
Sobic.009G250650,+,62380604,62380756,UTR
Sobic.009G250650,+,62380757,62381152,CDS
Sobic.009G250650,+,62381153,62381297,UTR
Sobic.009G250700,+,62383850,62384065,UTR
Sobic.009G250700,+,62384066,62386666,CDS
Sobic.009G250700,+,62386667,62386826,UTR
Sobic.009G250800,-,62388548,62388871,CDS
Sobic.009G250800,-,62388872,62389039,UTR
Sobic.009G250800,-,62388335,62388455,CDS
Sobic.009G250800,-,62388084,62388258,CDS
Sobic.009G250800,-,62387713,62387783,CDS
Sobic.009G250800,-,62386827,62386986,UTR
Sobic.009G250800,-,62386987,62387615,CDS
Sobic.009G250900,-,62396516,62397267,CDS
Sobic.009G250900,-,62397268,62397674,UTR
Sobic.009G250900,-,62394983,62395110,CDS
Sobic.009G250900,-,62394812,62394910,CDS
Sobic.009G250900,-,62394571,62394729,CDS
Sobic.009G250900,-,62393829,62393915,CDS
Sobic.009G250900,-,62393622,62393713,CDS
Sobic.009G250900,-,62393386,62393460,CDS
Sobic.009G250900,-,62391709,62392051,UTR
Sobic.009G250900,-,62392052,62392237,CDS
Sobic.009G251000,+,62399542,62399569,UTR
Sobic.009G251000,+,62399570,62399818,CDS
Sobic.009G251000,+,62399937,62400074,CDS
Sobic.009G251000,+,62401158,62401283,CDS
Sobic.009G251000,+,62401747,62401875,CDS
Sobic.009G251000,+,62402005,62402094,CDS
Sobic.009G251000,+,62402169,62402319,CDS
Sobic.009G251000,+,62402716,62402825,CDS
Sobic.009G251000,+,62403470,62403538,CDS
Sobic.009G251000,+,62403894,62403999,CDS
Sobic.009G251000,+,62404095,62404292,CDS
Sobic.009G251000,+,62404379,62404421,CDS
Sobic.009G251000,+,62404559,62404637,CDS
Sobic.009G251000,+,62404638,62405414,UTR
Sobic.009G251100,-,62409726,62410633,CDS
Sobic.009G251100,-,62410634,62411399,UTR
Sobic.009G251100,-,62409013,62409214,CDS
Sobic.009G251100,-,62408740,62408924,CDS
Sobic.009G251100,-,62408320,62408653,CDS
Sobic.009G251100,-,62408035,62408239,CDS
Sobic.009G251100,-,62407719,62407825,CDS
Sobic.009G251100,-,62402346,62407458,UTR
Sobic.009G251100,-,62407459,62407620,CDS
Sobic.009G251200,-,62430460,62430745,UTR
Sobic.009G251200,-,62429814,62429988,CDS
Sobic.009G251200,-,62429989,62430033,UTR
Sobic.009G251200,-,62429637,62429720,CDS
Sobic.009G251200,-,62428208,62428632,UTR
Sobic.009G251200,-,62428633,62429396,CDS
Sobic.009G251300,-,62434054,62434079,CDS
Sobic.009G251300,-,62434080,62434200,UTR
Sobic.009G251300,-,62432875,62433305,CDS
Sobic.009G251300,-,62432742,62432794,CDS
Sobic.009G251300,-,62432580,62432617,CDS
Sobic.009G251300,-,62432060,62432492,CDS
Sobic.009G251300,-,62431311,62431682,UTR
Sobic.009G251300,-,62431683,62431826,CDS
Sobic.009G251400,-,62446114,62446141,CDS
Sobic.009G251400,-,62445910,62446021,CDS
Sobic.009G251400,-,62444333,62444369,CDS
Sobic.009G251400,-,62444060,62444129,CDS
Sobic.009G251400,-,62443842,62443946,CDS
Sobic.009G251400,-,62443457,62443607,CDS
Sobic.009G251400,-,62443273,62443355,CDS
Sobic.009G251400,-,62443083,62443176,CDS
Sobic.009G251400,-,62442909,62442993,CDS
Sobic.009G251500,-,62464173,62464397,UTR
Sobic.009G251500,-,62463877,62463891,CDS
Sobic.009G251500,-,62463892,62463928,UTR
Sobic.009G251500,-,62463718,62463793,CDS
Sobic.009G251500,-,62463293,62463331,CDS
Sobic.009G251500,-,62463135,62463202,CDS
Sobic.009G251500,-,62462979,62463050,CDS
Sobic.009G251500,-,62462597,62462676,CDS
Sobic.009G251500,-,62462432,62462510,CDS
Sobic.009G251500,-,62462237,62462354,CDS
Sobic.009G251500,-,62461970,62462145,CDS
Sobic.009G251500,-,62460862,62461107,CDS
Sobic.009G251500,-,62460642,62460763,CDS
Sobic.009G251500,-,62460422,62460566,CDS
Sobic.009G251500,-,62459976,62460148,CDS
Sobic.009G251500,-,62459781,62459880,CDS
Sobic.009G251500,-,62458923,62459059,CDS
Sobic.009G251500,-,62458608,62458809,CDS
Sobic.009G251500,-,62457440,62457527,CDS
Sobic.009G251500,-,62457200,62457349,CDS
Sobic.009G251500,-,62456421,62456572,CDS
Sobic.009G251500,-,62456129,62456320,CDS
Sobic.009G251500,-,62455858,62456041,CDS
Sobic.009G251500,-,62455706,62455776,CDS
Sobic.009G251500,-,62455478,62455629,CDS
Sobic.009G251500,-,62454892,62455060,CDS
Sobic.009G251500,-,62454636,62454782,CDS
Sobic.009G251500,-,62454218,62454316,CDS
Sobic.009G251500,-,62453865,62454039,CDS
Sobic.009G251500,-,62453462,62453479,UTR
Sobic.009G251500,-,62453480,62453670,CDS
Sobic.009G251500,-,62453010,62453372,UTR
Sobic.009G251600,+,62465473,62465563,UTR
Sobic.009G251600,+,62465564,62465705,CDS
Sobic.009G251600,+,62465801,62465886,CDS
Sobic.009G251600,+,62465965,62466015,CDS
Sobic.009G251600,+,62467454,62467520,CDS
Sobic.009G251600,+,62467619,62467698,CDS
Sobic.009G251600,+,62467808,62467870,CDS
Sobic.009G251600,+,62467871,62468108,UTR
Sobic.009G251700,-,62471017,62471095,CDS
Sobic.009G251700,-,62471096,62471140,UTR
Sobic.009G251700,-,62470713,62470879,CDS
Sobic.009G251700,-,62470532,62470620,CDS
Sobic.009G251700,-,62470319,62470414,CDS
Sobic.009G251700,-,62470122,62470216,CDS
Sobic.009G251700,-,62469988,62470028,CDS
Sobic.009G251700,-,62469826,62469909,CDS
Sobic.009G251700,-,62469152,62469160,UTR
Sobic.009G251700,-,62469161,62469310,CDS
Sobic.009G251700,-,62468421,62468719,UTR
Sobic.009G251800,+,62473289,62473465,UTR
Sobic.009G251800,+,62473466,62474849,CDS
Sobic.009G251800,+,62477279,62477967,CDS
Sobic.009G251800,+,62477968,62478526,UTR
Sobic.009G251901,+,62479704,62480222,CDS
