gene_id,strand,seg_start,seg_end,kind
Sobic.004G058000,+,4723901,4724504,UTR
Sobic.004G058050,+,4728033,4728255,UTR
Sobic.004G058050,+,4728256,4728486,CDS
Sobic.004G058050,+,4731273,4731920,CDS
Sobic.004G058050,+,4731921,4732238,UTR
Sobic.004G058100,-,4738835,4739083,CDS
Sobic.004G058100,-,4739084,4739215,UTR
Sobic.004G058100,-,4737582,4737853,UTR
Sobic.004G058100,-,4737854,4738015,CDS
Sobic.004G058200,+,4739840,4739996,UTR
Sobic.004G058200,+,4739997,4740217,CDS
Sobic.004G058200,+,4742336,4742449,CDS
Sobic.004G058200,+,4742530,4742625,CDS
Sobic.004G058200,+,4742848,4742890,CDS
Sobic.004G058200,+,4743002,4743157,CDS
Sobic.004G058200,+,4743315,4743395,CDS
Sobic.004G058200,+,4743501,4743599,CDS
Sobic.004G058200,+,4743695,4743841,CDS
Sobic.004G058200,+,4743842,4744123,UTR
Sobic.004G058300,+,4744913,4744956,UTR
Sobic.004G058300,+,4744957,4745220,CDS
Sobic.004G058300,+,4745310,4745516,CDS
Sobic.004G058300,+,4745607,4745936,CDS
Sobic.004G058300,+,4745937,4746305,UTR
Sobic.004G058400,+,4748070,4748178,UTR
Sobic.004G058400,+,4748179,4748344,CDS
Sobic.004G058400,+,4749132,4749357,CDS
Sobic.004G058400,+,4749434,4749568,CDS
Sobic.004G058400,+,4749883,4750099,CDS
Sobic.004G058400,+,4750629,4750815,CDS
Sobic.004G058400,+,4751006,4751190,CDS
Sobic.004G058400,+,4751583,4751720,CDS
Sobic.004G058400,+,4752037,4752165,CDS
Sobic.004G058400,+,4752166,4752514,UTR
Sobic.004G058500,-,4754920,4755004,CDS
Sobic.004G058500,-,4755005,4755470,UTR
Sobic.004G058500,-,4754326,4754384,CDS
Sobic.004G058500,-,4754159,4754233,CDS
Sobic.004G058500,-,4753965,4754078,CDS
Sobic.004G058500,-,4753722,4753792,CDS
Sobic.004G058500,-,4753249,4753549,CDS
Sobic.004G058500,-,4752743,4753032,CDS
Sobic.004G058500,-,4752277,4752561,UTR
Sobic.004G058500,-,4752562,4752616,CDS
Sobic.004G058600,+,4757346,4757433,UTR
Sobic.004G058600,+,4757434,4757535,CDS
Sobic.004G058600,+,4757684,4757797,CDS
Sobic.004G058600,+,4758173,4758272,CDS
Sobic.004G058600,+,4759199,4759247,CDS
Sobic.004G058600,+,4760103,4760190,CDS
Sobic.004G058600,+,4760281,4760391,CDS
Sobic.004G058600,+,4761529,4761591,CDS
Sobic.004G058600,+,4761693,4761803,CDS
Sobic.004G058600,+,4762334,4762399,CDS
Sobic.004G058600,+,4762503,4762580,CDS
Sobic.004G058600,+,4763583,4763660,CDS
Sobic.004G058600,+,4765036,4765102,CDS
Sobic.004G058600,+,4765182,4765267,CDS
Sobic.004G058600,+,4765553,4765585,CDS
Sobic.004G058600,+,4765700,4765732,CDS
Sobic.004G058600,+,4766035,4766135,CDS
Sobic.004G058600,+,4766284,4766369,CDS
Sobic.004G058600,+,4766692,4766798,CDS
Sobic.004G058600,+,4767168,4767245,CDS
Sobic.004G058600,+,4767332,4767364,CDS
Sobic.004G058600,+,4767365,4768145,UTR
Sobic.004G058700,-,4776531,4776738,CDS
Sobic.004G058700,-,4776739,4777174,UTR
Sobic.004G058700,-,4776356,4776432,CDS
Sobic.004G058700,-,4776162,4776219,CDS
Sobic.004G058700,-,4775798,4775867,CDS
Sobic.004G058700,-,4775546,4775618,CDS
Sobic.004G058700,-,4774061,4774613,UTR
Sobic.004G058700,-,4774614,4775237,CDS
Sobic.004G058800,+,4789596,4789618,CDS
Sobic.004G058800,+,4789878,4789943,CDS
Sobic.004G058800,+,4790016,4790136,CDS
Sobic.004G058800,+,4790218,4790342,CDS
Sobic.004G058800,+,4790806,4790818,CDS
Sobic.004G058800,+,4790819,4791016,UTR
