gene_id,strand,seg_start,seg_end,kind
Sobic.009G020500,+,1846240,1846506,CDS
Sobic.009G020500,+,1846586,1846633,CDS
Sobic.009G020500,+,1847089,1847154,CDS
Sobic.009G020500,+,1847234,1847337,CDS
Sobic.009G020500,+,1847770,1847863,CDS
Sobic.009G020500,+,1847929,1847985,CDS
Sobic.009G020500,+,1848116,1848557,CDS
Sobic.009G020500,+,1848639,1848793,CDS
Sobic.009G020500,+,1849063,1849128,CDS
Sobic.009G020500,+,1849232,1849300,CDS
Sobic.009G020500,+,1849497,1849583,CDS
Sobic.009G020500,+,1849716,1849781,CDS
Sobic.009G020500,+,1850660,1850706,CDS
Sobic.009G020500,+,1850785,1850848,CDS
Sobic.009G020500,+,1851464,1851541,CDS
Sobic.009G020500,+,1851643,1851705,CDS
Sobic.009G020500,+,1852647,1852739,CDS
Sobic.009G020500,+,1853383,1853487,CDS
Sobic.009G020500,+,1853488,1853954,UTR
