gene_id,strand,seg_start,seg_end,kind
Sobic.004G230700,-,60545361,60545409,CDS
Sobic.004G230700,-,60545203,60545274,CDS
Sobic.004G230700,-,60544936,60545135,CDS
Sobic.004G230700,-,60544710,60544850,CDS
Sobic.004G230700,-,60544222,60544610,CDS
Sobic.004G230700,-,60543946,60544123,CDS
Sobic.004G230700,-,60543622,60543720,CDS
Sobic.004G230700,-,60543403,60543534,CDS
Sobic.004G230700,-,60543204,60543310,CDS
Sobic.004G230700,-,60542941,60543121,CDS
Sobic.004G230700,-,60542637,60542834,UTR
Sobic.004G230700,-,60542835,60542852,CDS
Sobic.004G230800,+,60549055,60549148,UTR
Sobic.004G230800,+,60549149,60549659,CDS
Sobic.004G230800,+,60549780,60550726,CDS
Sobic.004G230800,+,60550727,60551054,UTR
Sobic.004G230900,-,60556155,60556412,CDS
Sobic.004G230900,-,60556413,60556578,UTR
Sobic.004G230900,-,60555917,60556046,CDS
Sobic.004G230900,-,60553972,60554098,CDS
Sobic.004G230900,-,60552317,60552350,CDS
Sobic.004G230900,-,60551739,60552015,CDS
Sobic.004G230900,-,60551161,60551383,UTR
Sobic.004G230900,-,60551384,60551493,CDS
Sobic.004G231200,+,60565907,60566278,UTR
Sobic.004G231200,+,60566279,60569047,CDS
Sobic.004G231200,+,60569048,60571808,UTR
Sobic.004G231300,+,60575887,60576274,UTR
Sobic.004G231300,+,60576275,60576894,CDS
Sobic.004G231300,+,60576986,60577115,CDS
Sobic.004G231300,+,60578009,60578249,CDS
Sobic.004G231300,+,60578799,60579021,CDS
Sobic.004G231300,+,60579105,60579268,CDS
Sobic.004G231300,+,60579371,60579674,CDS
Sobic.004G231300,+,60580057,60580195,CDS
Sobic.004G231300,+,60580828,60580977,CDS
Sobic.004G231300,+,60580978,60581539,UTR
Sobic.004G231350,-,60592184,60592494,UTR
Sobic.004G231350,-,60592024,60592055,CDS
Sobic.004G231350,-,60592056,60592056,UTR
Sobic.004G231350,-,60591710,60591902,CDS
Sobic.004G231350,-,60591295,60591327,UTR
Sobic.004G231350,-,60591328,60591624,CDS
Sobic.004G231400,+,60594460,60594652,UTR
Sobic.004G231400,+,60594653,60594847,CDS
Sobic.004G231400,+,60595286,60595473,CDS
Sobic.004G231400,+,60595559,60595683,CDS
Sobic.004G231400,+,60595924,60596384,CDS
Sobic.004G231400,+,60596385,60596658,UTR
Sobic.004G231502,-,60597847,60598648,CDS
Sobic.004G231502,-,60598649,60598895,UTR
Sobic.004G231502,-,60596659,60596933,UTR
Sobic.004G231502,-,60596934,60597277,CDS
Sobic.004G231600,-,60607053,60607324,CDS
Sobic.004G231600,-,60607325,60607464,UTR
Sobic.004G231600,-,60606817,60606969,CDS
Sobic.004G231600,-,60606227,60606351,CDS
Sobic.004G231600,-,60605366,60605491,CDS
Sobic.004G231600,-,60604706,60604888,CDS
Sobic.004G231600,-,60604470,60604614,CDS
Sobic.004G231600,-,60603677,60603845,CDS
Sobic.004G231600,-,60601935,60602069,CDS
Sobic.004G231600,-,60601639,60601842,CDS
Sobic.004G231600,-,60600666,60600793,CDS
Sobic.004G231600,-,60600530,60600581,CDS
Sobic.004G231600,-,60600284,60600353,CDS
Sobic.004G231600,-,60599311,60599808,UTR
Sobic.004G231600,-,60599809,60599891,CDS
Sobic.004G231700,+,60619877,60619989,UTR
Sobic.004G231700,+,60619990,60620122,CDS
Sobic.004G231700,+,60620225,60620354,CDS
Sobic.004G231700,+,60620556,60621285,CDS
Sobic.004G231700,+,60621286,60623013,UTR
Sobic.004G231800,-,60630626,60630967,CDS
Sobic.004G231800,-,60630968,60631048,UTR
Sobic.004G231800,-,60629432,60629664,UTR
Sobic.004G231800,-,60629665,60629808,CDS
Sobic.004G231850,+,60635114,60635196,CDS
Sobic.004G231850,+,60635510,60635588,CDS
Sobic.004G231850,+,60635678,60635839,CDS
Sobic.004G231900,+,60638095,60639562,UTR
Sobic.004G231900,+,60639563,60639757,CDS
Sobic.004G231900,+,60639851,60639904,CDS
Sobic.004G231900,+,60639991,60640056,CDS
Sobic.004G231900,+,60641860,60644061,CDS
Sobic.004G231900,+,60644151,60644222,CDS
Sobic.004G231900,+,60644304,60644705,CDS
Sobic.004G231900,+,60644706,60645502,UTR
Sobic.004G232000,-,60649071,60649175,CDS
Sobic.004G232000,-,60649176,60649506,UTR
Sobic.004G232000,-,60647735,60648246,CDS
Sobic.004G232000,-,60647575,60647647,CDS
Sobic.004G232000,-,60647219,60647299,CDS
Sobic.004G232000,-,60647069,60647132,CDS
Sobic.004G232000,-,60646623,60646710,CDS
Sobic.004G232000,-,60646450,60646534,CDS
Sobic.004G232000,-,60645845,60646166,UTR
Sobic.004G232000,-,60646167,60646250,CDS
Sobic.004G232100,-,60653160,60653560,UTR
Sobic.004G232100,-,60652555,60652781,CDS
Sobic.004G232100,-,60652782,60652808,UTR
Sobic.004G232100,-,60652303,60652453,CDS
Sobic.004G232100,-,60651454,60652089,CDS
Sobic.004G232100,-,60651232,60651350,CDS
Sobic.004G232100,-,60650766,60651009,UTR
Sobic.004G232100,-,60651010,60651130,CDS
Sobic.004G232201,-,60655001,60655108,CDS
Sobic.004G232201,-,60655109,60655428,UTR
Sobic.004G232201,-,60654658,60654926,CDS
Sobic.004G232201,-,60654291,60654296,UTR
Sobic.004G232201,-,60654297,60654528,CDS
Sobic.004G232300,+,60658085,60658278,UTR
Sobic.004G232300,+,60658279,60658354,CDS
Sobic.004G232300,+,60658450,60658595,CDS
Sobic.004G232300,+,60658688,60658906,CDS
Sobic.004G232300,+,60659581,60659793,CDS
Sobic.004G232300,+,60660183,60660473,CDS
Sobic.004G232300,+,60660474,60660686,UTR
