gene_id,strand,seg_start,seg_end,kind
Sobic.009G228400,-,60744731,60744847,CDS
Sobic.009G228400,-,60744465,60744593,CDS
Sobic.009G228400,-,60744206,60744255,CDS
Sobic.009G228400,-,60744017,60744114,CDS
Sobic.009G228400,-,60743592,60743876,CDS
Sobic.009G228400,-,60742678,60742985,UTR
Sobic.009G228400,-,60742986,60743492,CDS
Sobic.009G228500,-,60748619,60749914,CDS
Sobic.009G228500,-,60749915,60749952,UTR
Sobic.009G228500,-,60748120,60748511,UTR
Sobic.009G228500,-,60748512,60748535,CDS
Sobic.009G228600,+,60750052,60750386,UTR
Sobic.009G228600,+,60751108,60751205,UTR
Sobic.009G228600,+,60751206,60751215,CDS
Sobic.009G228600,+,60751325,60751413,CDS
Sobic.009G228600,+,60751496,60751593,CDS
Sobic.009G228600,+,60752746,60752848,CDS
Sobic.009G228600,+,60752849,60753073,UTR
Sobic.009G228700,+,60754628,60754841,UTR
Sobic.009G228700,+,60755669,60755774,UTR
Sobic.009G228700,+,60755775,60756837,CDS
Sobic.009G228700,+,60757322,60757683,CDS
Sobic.009G228700,+,60757684,60758451,UTR
Sobic.009G228800,+,60758576,60758721,UTR
Sobic.009G228800,+,60760337,60760340,UTR
Sobic.009G228800,+,60760341,60760430,CDS
Sobic.009G228800,+,60760531,60760689,CDS
Sobic.009G228800,+,60760690,60760951,UTR
Sobic.009G228900,-,60765569,60765625,CDS
Sobic.009G228900,-,60765626,60765839,UTR
Sobic.009G228900,-,60765442,60765488,CDS
Sobic.009G228900,-,60765249,60765309,CDS
Sobic.009G228900,-,60764444,60764485,CDS
Sobic.009G228900,-,60764295,60764362,CDS
Sobic.009G228900,-,60763404,60763482,CDS
Sobic.009G228900,-,60763273,60763309,CDS
Sobic.009G228900,-,60762877,60762993,CDS
Sobic.009G228900,-,60762706,60762791,CDS
Sobic.009G228900,-,60762443,60762532,CDS
Sobic.009G228900,-,60762280,60762289,UTR
Sobic.009G228900,-,60762290,60762334,CDS
Sobic.009G228900,-,60761793,60762193,UTR
Sobic.009G229000,-,60776037,60776276,CDS
Sobic.009G229000,-,60776277,60776399,UTR
Sobic.009G229000,-,60775775,60775894,CDS
Sobic.009G229000,-,60774982,60775046,CDS
Sobic.009G229000,-,60774723,60774810,CDS
Sobic.009G229000,-,60773784,60774364,UTR
Sobic.009G229000,-,60774365,60774460,CDS
Sobic.009G229100,-,60788509,60788830,UTR
Sobic.009G229100,-,60788831,60789922,CDS
Sobic.009G229100,-,60789923,60790088,UTR
Sobic.009G229150,+,60790089,60790255,UTR
Sobic.009G229150,+,60790256,60790882,CDS
Sobic.009G229150,+,60790883,60791924,UTR
Sobic.009G229200,-,60798959,60799326,CDS
Sobic.009G229200,-,60799327,60799531,UTR
Sobic.009G229200,-,60798179,60798408,CDS
Sobic.009G229200,-,60797246,60797387,CDS
Sobic.009G229200,-,60796569,60796630,CDS
Sobic.009G229200,-,60794812,60795424,UTR
Sobic.009G229200,-,60795425,60795462,CDS
Sobic.009G229300,+,60817212,60818335,UTR
Sobic.009G229300,+,60818336,60819261,CDS
Sobic.009G229300,+,60819566,60819824,CDS
Sobic.009G229300,+,60820238,60820408,CDS
Sobic.009G229300,+,60820409,60820876,UTR
Sobic.009G229400,+,60823297,60823449,UTR
Sobic.009G229400,+,60823450,60823776,CDS
Sobic.009G229400,+,60824442,60824540,CDS
Sobic.009G229400,+,60824619,60825011,CDS
Sobic.009G229400,+,60825246,60825386,CDS
Sobic.009G229400,+,60825387,60825611,UTR
Sobic.009G229500,+,60826440,60826457,UTR
Sobic.009G229500,+,60826458,60826847,CDS
Sobic.009G229500,+,60826848,60826919,UTR
Sobic.009G229600,-,60835360,60835504,CDS
Sobic.009G229600,-,60835505,60835534,UTR
Sobic.009G229600,-,60833629,60834791,CDS
Sobic.009G229600,-,60833266,60833337,CDS
Sobic.009G229600,-,60832978,60833052,CDS
Sobic.009G229600,-,60832322,60832436,CDS
Sobic.009G229600,-,60831981,60832042,CDS
Sobic.009G229600,-,60831837,60831884,CDS
Sobic.009G229600,-,60831119,60831403,CDS
Sobic.009G229600,-,60830863,60830922,CDS
Sobic.009G229600,-,60830683,60830766,CDS
Sobic.009G229600,-,60830458,60830523,CDS
Sobic.009G229600,-,60830246,60830344,CDS
Sobic.009G229600,-,60829918,60830136,CDS
Sobic.009G229600,-,60829484,60829571,CDS
Sobic.009G229600,-,60829151,60829374,CDS
Sobic.009G229600,-,60828221,60828280,CDS
Sobic.009G229600,-,60828028,60828141,CDS
Sobic.009G229600,-,60827485,60827559,CDS
Sobic.009G229600,-,60826850,60827366,UTR
Sobic.009G229600,-,60827367,60827393,CDS
Sobic.009G229650,-,60836113,60836197,CDS
Sobic.009G229650,-,60835565,60836040,CDS
Sobic.009G229700,+,60836501,60836764,CDS
Sobic.009G229700,+,60836889,60837068,CDS
Sobic.009G229801,+,60841561,60842177,UTR
Sobic.009G229801,+,60842178,60842303,CDS
Sobic.009G229801,+,60843059,60843529,CDS
Sobic.009G229801,+,60843530,60844292,UTR
Sobic.009G229801,+,60844465,60844934,UTR
Sobic.009G229900,-,60848395,60848719,CDS
Sobic.009G229900,-,60848720,60849220,UTR
Sobic.009G229900,-,60848185,60848301,CDS
Sobic.009G229900,-,60847864,60848018,CDS
Sobic.009G229900,-,60847645,60847719,CDS
Sobic.009G229900,-,60847257,60847529,CDS
Sobic.009G229900,-,60846837,60847157,CDS
Sobic.009G229900,-,60845973,60846345,UTR
Sobic.009G229900,-,60846346,60846732,CDS
Sobic.009G230000,-,60849815,60849957,UTR
Sobic.009G230000,-,60849958,60850653,CDS
Sobic.009G230000,-,60850654,60850728,UTR
Sobic.009G230100,-,60853458,60853902,CDS
Sobic.009G230100,-,60853903,60855069,UTR
Sobic.009G230100,-,60853029,60853219,CDS
Sobic.009G230100,-,60852787,60852919,CDS
Sobic.009G230100,-,60852527,60852681,CDS
Sobic.009G230100,-,60852120,60852317,CDS
Sobic.009G230100,-,60851475,60851752,UTR
Sobic.009G230100,-,60851753,60852025,CDS
Sobic.009G230200,+,60857262,60857520,UTR
Sobic.009G230200,+,60857521,60858048,CDS
Sobic.009G230200,+,60858146,60859480,CDS
Sobic.009G230200,+,60859481,60859637,UTR
Sobic.009G230400,-,60863082,60863577,CDS
Sobic.009G230400,-,60863578,60865544,UTR
Sobic.009G230400,-,60861596,60861758,UTR
Sobic.009G230400,-,60861759,60862654,CDS
Sobic.009G230500,+,60865038,60865307,UTR
Sobic.009G230500,+,60865308,60865577,CDS
Sobic.009G230500,+,60866203,60866290,CDS
Sobic.009G230500,+,60866868,60867009,CDS
Sobic.009G230500,+,60867690,60868245,CDS
Sobic.009G230500,+,60868246,60868635,UTR
Sobic.009G230650,-,60872172,60872373,UTR
Sobic.009G230650,-,60872374,60872823,CDS
Sobic.009G230650,-,60872824,60873464,UTR
Sobic.009G230700,+,60875610,60876373,UTR
Sobic.009G230700,+,60876374,60877417,CDS
Sobic.009G230700,+,60877418,60879896,UTR
Sobic.009G230800,-,60898566,60898951,CDS
Sobic.009G230800,-,60898952,60899170,UTR
Sobic.009G230800,-,60898127,60898472,CDS
Sobic.009G230800,-,60894509,60897557,UTR
Sobic.009G230800,-,60897558,60897926,CDS
Sobic.009G230900,+,60908793,60908907,UTR
Sobic.009G230900,+,60908908,60909240,CDS
Sobic.009G230900,+,60909241,60909543,UTR
Sobic.009G231000,+,60913333,60913411,UTR
Sobic.009G231000,+,60913412,60913696,CDS
Sobic.009G231000,+,60913697,60913817,UTR
Sobic.009G231100,-,60919307,60919543,CDS
Sobic.009G231100,-,60919544,60919739,UTR
Sobic.009G231100,-,60918762,60918807,CDS
Sobic.009G231100,-,60918593,60918679,CDS
Sobic.009G231100,-,60918373,60918497,CDS
Sobic.009G231100,-,60918018,60918157,CDS
Sobic.009G231100,-,60917888,60917939,CDS
Sobic.009G231100,-,60917673,60917783,CDS
Sobic.009G231100,-,60917340,60917353,UTR
Sobic.009G231100,-,60917354,60917446,CDS
Sobic.009G231100,-,60916369,60916664,UTR
Sobic.009G231200,+,60922559,60923435,UTR
Sobic.009G231200,+,60923436,60923537,CDS
Sobic.009G231200,+,60924258,60924533,CDS
Sobic.009G231200,+,60925177,60926358,CDS
Sobic.009G231200,+,60926359,60926826,UTR
Sobic.009G231300,-,60930559,60930631,CDS
Sobic.009G231300,-,60930632,60931126,UTR
Sobic.009G231300,-,60930313,60930452,CDS
Sobic.009G231300,-,60929217,60929294,CDS
Sobic.009G231300,-,60928811,60929088,CDS
Sobic.009G231300,-,60927646,60928146,UTR
Sobic.009G231300,-,60928147,60928255,CDS
Sobic.009G231400,-,60934897,60935061,CDS
Sobic.009G231400,-,60935062,60935291,UTR
Sobic.009G231400,-,60934306,60934790,CDS
Sobic.009G231400,-,60932612,60932954,UTR
Sobic.009G231400,-,60932955,60933393,CDS
Sobic.009G231500,-,60942762,60942961,UTR
Sobic.009G231500,-,60942962,60943681,CDS
Sobic.009G231500,-,60943682,60943812,UTR
Sobic.009G231600,+,60955901,60956222,UTR
Sobic.009G231600,+,60956223,60956375,CDS
Sobic.009G231600,+,60956561,60956756,CDS
Sobic.009G231600,+,60956888,60957510,CDS
Sobic.009G231600,+,60957511,60957841,UTR
Sobic.009G231700,-,60964817,60965068,CDS
Sobic.009G231700,-,60965069,60965282,UTR
Sobic.009G231700,-,60963259,60963420,CDS
Sobic.009G231700,-,60962919,60962984,CDS
Sobic.009G231700,-,60962641,60962784,CDS
Sobic.009G231700,-,60962355,60962468,CDS
Sobic.009G231700,-,60962156,60962257,CDS
Sobic.009G231700,-,60960999,60961184,CDS
Sobic.009G231700,-,60960801,60960890,CDS
Sobic.009G231700,-,60960586,60960720,CDS
Sobic.009G231700,-,60960297,60960419,CDS
Sobic.009G231700,-,60960111,60960196,CDS
Sobic.009G231700,-,60959398,60960010,CDS
Sobic.009G231700,-,60959174,60959251,CDS
Sobic.009G231700,-,60957739,60958096,UTR
Sobic.009G231700,-,60958097,60959101,CDS
Sobic.009G231800,+,60992167,60992702,UTR
Sobic.009G231800,+,60992703,60993053,CDS
Sobic.009G231800,+,60993183,60993239,CDS
Sobic.009G231800,+,60993366,60993557,CDS
Sobic.009G231800,+,60993645,60993729,CDS
Sobic.009G231800,+,60994275,60994365,CDS
Sobic.009G231800,+,60994442,60994606,CDS
Sobic.009G231800,+,60995189,60995308,CDS
Sobic.009G231800,+,60995382,60995454,CDS
Sobic.009G231800,+,60996255,60996405,CDS
Sobic.009G231800,+,60996509,60997377,CDS
Sobic.009G231800,+,60997450,60997515,CDS
Sobic.009G231800,+,60997516,60997539,UTR
Sobic.009G231800,+,60997655,60998030,UTR
Sobic.009G231900,-,61001650,61001721,CDS
Sobic.009G231900,-,61001722,61001870,UTR
Sobic.009G231900,-,61001487,61001558,CDS
Sobic.009G231900,-,61001279,61001389,CDS
Sobic.009G231900,-,61001061,61001171,CDS
Sobic.009G231900,-,61000722,61000861,CDS
Sobic.009G231900,-,60999425,60999507,CDS
Sobic.009G231900,-,60998878,60999197,UTR
Sobic.009G231900,-,60999198,60999346,CDS
Sobic.009G232000,-,61010895,61010975,CDS
Sobic.009G232000,-,61010976,61011213,UTR
Sobic.009G232000,-,61008117,61008230,CDS
Sobic.009G232000,-,61007881,61008017,CDS
Sobic.009G232000,-,61007357,61007629,UTR
Sobic.009G232000,-,61007630,61007798,CDS
Sobic.009G232100,+,61016382,61016461,UTR
Sobic.009G232100,+,61016462,61017199,CDS
Sobic.009G232100,+,61017200,61017521,UTR
Sobic.009G232200,+,61020096,61020285,UTR
Sobic.009G232200,+,61020286,61021122,CDS
Sobic.009G232200,+,61021123,61022614,UTR
Sobic.009G232266,+,61028966,61029035,UTR
Sobic.009G232266,+,61029036,61029683,CDS
Sobic.009G232266,+,61029684,61030215,UTR
Sobic.009G232332,-,61035932,61035996,CDS
Sobic.009G232332,-,61035997,61036112,UTR
Sobic.009G232332,-,61035007,61035221,CDS
Sobic.009G232332,-,61034320,61034354,CDS
Sobic.009G232400,-,61042543,61042882,CDS
Sobic.009G232400,-,61042883,61042985,UTR
Sobic.009G232400,-,61041909,61042018,CDS
Sobic.009G232400,-,61041425,61041529,CDS
Sobic.009G232400,-,61038628,61038884,UTR
Sobic.009G232400,-,61038885,61039706,CDS
Sobic.009G232500,+,61043140,61043233,UTR
Sobic.009G232500,+,61043234,61043908,CDS
Sobic.009G232500,+,61043909,61044518,UTR
Sobic.009G232700,+,61046839,61046996,UTR
Sobic.009G232700,+,61048245,61048267,UTR
Sobic.009G232700,+,61048268,61049191,CDS
Sobic.009G232700,+,61049192,61049488,UTR
Sobic.009G232733,-,61050141,61051138,UTR
Sobic.009G232733,-,61051139,61051465,CDS
Sobic.009G232733,-,61051466,61051700,UTR
Sobic.009G232766,+,61051992,61052260,UTR
Sobic.009G232766,+,61052261,61052842,CDS
Sobic.009G232766,+,61052843,61054601,UTR
Sobic.009G232800,+,61054602,61056361,UTR
Sobic.009G232800,+,61056362,61057163,CDS
Sobic.009G232800,+,61057412,61057725,CDS
Sobic.009G232800,+,61058458,61058556,CDS
Sobic.009G232800,+,61058652,61058816,CDS
Sobic.009G232800,+,61059296,61059442,CDS
Sobic.009G232800,+,61059443,61059754,UTR
Sobic.009G232900,-,61061847,61062064,CDS
Sobic.009G232900,-,61062065,61062531,UTR
Sobic.009G232900,-,61060522,61060882,UTR
Sobic.009G232900,-,61060883,61061315,CDS
Sobic.009G233000,+,61068302,61068726,UTR
Sobic.009G233000,+,61068727,61068841,CDS
Sobic.009G233000,+,61069041,61070144,CDS
Sobic.009G233000,+,61072084,61072343,CDS
Sobic.009G233000,+,61072510,61072521,CDS
Sobic.009G233000,+,61072522,61072961,UTR
Sobic.009G233100,-,61076208,61077068,CDS
Sobic.009G233200,-,61095493,61095732,CDS
Sobic.009G233200,-,61095733,61096310,UTR
Sobic.009G233200,-,61095276,61095365,CDS
Sobic.009G233200,-,61093804,61094045,CDS
Sobic.009G233200,-,61092204,61092267,CDS
Sobic.009G233200,-,61091328,61092026,CDS
Sobic.009G233200,-,61091052,61091165,CDS
Sobic.009G233200,-,61090811,61090942,CDS
Sobic.009G233200,-,61090548,61090724,CDS
Sobic.009G233200,-,61088693,61088746,CDS
Sobic.009G233200,-,61088532,61088594,CDS
Sobic.009G233200,-,61087532,61088434,CDS
Sobic.009G233200,-,61087304,61087431,CDS
Sobic.009G233200,-,61083147,61084091,UTR
Sobic.009G233200,-,61084092,61084368,CDS
Sobic.009G233300,+,61102814,61102959,UTR
Sobic.009G233300,+,61102960,61103227,CDS
Sobic.009G233300,+,61104278,61104356,CDS
Sobic.009G233300,+,61104452,61104569,CDS
Sobic.009G233300,+,61104884,61104943,CDS
Sobic.009G233300,+,61104944,61105338,UTR
Sobic.009G233400,+,61105574,61105683,UTR
Sobic.009G233400,+,61105684,61105698,CDS
Sobic.009G233400,+,61105815,61105930,CDS
Sobic.009G233400,+,61106010,61106073,CDS
Sobic.009G233400,+,61107181,61107522,CDS
Sobic.009G233400,+,61107523,61107744,UTR
Sobic.009G233500,+,61110968,61111696,UTR
Sobic.009G233500,+,61111697,61111822,CDS
Sobic.009G233500,+,61111963,61112124,CDS
Sobic.009G233500,+,61112206,61112667,CDS
Sobic.009G233500,+,61112668,61113187,UTR
Sobic.009G233600,-,61116828,61117613,CDS
Sobic.009G233600,-,61117614,61117768,UTR
Sobic.009G233600,-,61116325,61116477,CDS
Sobic.009G233600,-,61115957,61116227,CDS
Sobic.009G233600,-,61113892,61114748,UTR
Sobic.009G233600,-,61114749,61114768,CDS
Sobic.009G233700,+,61117879,61117988,UTR
Sobic.009G233700,+,61117989,61118062,CDS
Sobic.009G233700,+,61118161,61118361,CDS
Sobic.009G233700,+,61118847,61118907,CDS
Sobic.009G233700,+,61119165,61119366,CDS
Sobic.009G233700,+,61119888,61120009,CDS
Sobic.009G233700,+,61120151,61120255,CDS
Sobic.009G233700,+,61120413,61120496,CDS
Sobic.009G233700,+,61120497,61120792,UTR
Sobic.009G233800,-,61125034,61125222,CDS
Sobic.009G233800,-,61125223,61125442,UTR
Sobic.009G233800,-,61124651,61124716,CDS
Sobic.009G233800,-,61123767,61123841,CDS
Sobic.009G233800,-,61123580,61123642,CDS
Sobic.009G233800,-,61123422,61123481,CDS
Sobic.009G233800,-,61123224,61123313,CDS
Sobic.009G233800,-,61122471,61122578,CDS
Sobic.009G233800,-,61122264,61122386,CDS
Sobic.009G233800,-,61121665,61122048,UTR
Sobic.009G233800,-,61122049,61122177,CDS
Sobic.009G233900,-,61125525,61125662,UTR
Sobic.009G233900,-,61125663,61126613,CDS
Sobic.009G233900,-,61126614,61126808,UTR
Sobic.009G234000,-,61126809,61127004,UTR
Sobic.009G234000,-,61127005,61127403,CDS
Sobic.009G234000,-,61127404,61127936,UTR
Sobic.009G234100,+,61145852,61146105,UTR
Sobic.009G234100,+,61146106,61146596,CDS
Sobic.009G234100,+,61147901,61148050,CDS
Sobic.009G234100,+,61148168,61148801,CDS
Sobic.009G234100,+,61148802,61149188,UTR
